Network,Sublayer,Node,Metric,Mean_Control,Mean_MS,Delta_Control_minus_MS
MULTILAYER,rsfMRI,6,Betweenness,0.021611895,0.023836387,-0.002224492
MULTILAYER,rsfMRI,7,Betweenness,0.0113973925,0.016235355,-0.004837963
MULTILAYER,rsfMRI,8,Betweenness,0.010770127,0.016003568,-0.0052334405
MULTILAYER,rsfMRI,9,Betweenness,0.01884002,0.023426728,-0.004586708
MULTILAYER,rsfMRI,10,Betweenness,0.02001916,0.026040502,-0.0060213413
MULTILAYER,rsfMRI,11,Betweenness,0.02432338,0.021849211,0.0024741683
MULTILAYER,rsfMRI,12,Betweenness,0.009755925,0.012024962,-0.002269037
MULTILAYER,rsfMRI,13,Betweenness,0.027435964,0.028332485,-0.0008965209
MULTILAYER,rsfMRI,14,Betweenness,0.014161773,0.018430974,-0.0042692013
MULTILAYER,rsfMRI,15,Betweenness,0.0160015,0.021169128,-0.0051676277
MULTILAYER,rsfMRI,16,Betweenness,0.03283852,0.034960948,-0.0021224283
MULTILAYER,rsfMRI,17,Betweenness,0.022299137,0.03589149,-0.013592351
MULTILAYER,rsfMRI,18,Betweenness,0.01693365,0.024845898,-0.007912248
MULTILAYER,rsfMRI,19,Betweenness,0.023705278,0.017304296,0.006400982
MULTILAYER,rsfMRI,20,Betweenness,0.02062643,0.015000423,0.005626006
MULTILAYER,rsfMRI,21,Betweenness,0.022405764,0.010429614,0.01197615
MULTILAYER,rsfMRI,22,Betweenness,0.00925403,0.019476144,-0.010222114
MULTILAYER,rsfMRI,23,Betweenness,0.022334957,0.016965954,0.005369004
MULTILAYER,rsfMRI,24,Betweenness,0.008838353,0.012564952,-0.0037265988
MULTILAYER,rsfMRI,25,Betweenness,0.011539008,0.014797928,-0.0032589203
MULTILAYER,rsfMRI,26,Betweenness,0.017306844,0.026337238,-0.009030394
MULTILAYER,rsfMRI,27,Betweenness,0.011133325,0.015873238,-0.004739913
MULTILAYER,rsfMRI,28,Betweenness,0.0070673497,0.014146715,-0.0070793657
MULTILAYER,rsfMRI,29,Betweenness,0.024834437,0.041250214,-0.016415777
MULTILAYER,rsfMRI,30,Betweenness,0.020943813,0.025465699,-0.004521886
MULTILAYER,rsfMRI,31,Betweenness,0.01888042,0.020645697,-0.0017652772
MULTILAYER,rsfMRI,32,Betweenness,0.01723437,0.025490748,-0.008256378
MULTILAYER,rsfMRI,33,Betweenness,0.019086177,0.03508193,-0.015995754
MULTILAYER,rsfMRI,34,Betweenness,0.01430047,0.042189248,-0.027888779
MULTILAYER,rsfMRI,35,Betweenness,0.020100378,0.03018085,-0.010080472
MULTILAYER,rsfMRI,36,Betweenness,0.019686367,0.016323654,0.0033627134
MULTILAYER,rsfMRI,37,Betweenness,0.021360321,0.043758277,-0.022397956
MULTILAYER,rsfMRI,38,Betweenness,0.0074955225,0.022188826,-0.014693303
MULTILAYER,rsfMRI,39,Betweenness,0.014093048,0.036340635,-0.022247586
MULTILAYER,rsfMRI,40,Betweenness,0.023287099,0.023096029,0.00019107014
MULTILAYER,rsfMRI,41,Betweenness,0.04283352,0.06256878,-0.019735258
MULTILAYER,rsfMRI,42,Betweenness,0.030570203,0.028058248,0.0025119558
MULTILAYER,rsfMRI,43,Betweenness,0.019526847,0.018629648,0.0008971989
MULTILAYER,rsfMRI,44,Betweenness,0.027911616,0.020558668,0.007352948
MULTILAYER,rsfMRI,45,Betweenness,0.019144071,0.030208014,-0.011063943
MULTILAYER,rsfMRI,46,Betweenness,0.02235245,0.022422312,-6.986223e-05
MULTILAYER,rsfMRI,47,Betweenness,0.025572075,0.022630753,0.0029413216
MULTILAYER,rsfMRI,48,Betweenness,0.018316464,0.019187894,-0.0008714292
MULTILAYER,rsfMRI,49,Betweenness,0.023347078,0.029328834,-0.0059817564
MULTILAYER,rsfMRI,50,Betweenness,0.014349618,0.02164459,-0.0072949724
MULTILAYER,rsfMRI,51,Betweenness,0.00935191,0.02093437,-0.011582459
MULTILAYER,rsfMRI,52,Betweenness,0.0066283476,0.010261504,-0.0036331564
MULTILAYER,rsfMRI,53,Betweenness,0.01385064,0.015188911,-0.0013382714
MULTILAYER,rsfMRI,54,Betweenness,0.02019701,0.020370184,-0.00017317384
MULTILAYER,rsfMRI,55,Betweenness,0.010149527,0.019779675,-0.009630147
MULTILAYER,rsfMRI,56,Betweenness,0.030477736,0.049818728,-0.019340992
MULTILAYER,rsfMRI,57,Betweenness,0.018137366,0.020899981,-0.0027626157
MULTILAYER,rsfMRI,58,Betweenness,0.016163938,0.032989476,-0.016825538
MULTILAYER,rsfMRI,59,Betweenness,0.012512808,0.010778146,0.0017346619
MULTILAYER,rsfMRI,60,Betweenness,0.014586614,0.022037698,-0.0074510835
MULTILAYER,rsfMRI,61,Betweenness,0.024583278,0.023343522,0.0012397561
MULTILAYER,rsfMRI,62,Betweenness,0.017422631,0.03508193,-0.0176593
MULTILAYER,rsfMRI,63,Betweenness,0.018829187,0.035194006,-0.016364818
MULTILAYER,rsfMRI,64,Betweenness,0.012526137,0.025021225,-0.012495088
MULTILAYER,rsfMRI,65,Betweenness,0.031529423,0.018557055,0.012972368
MULTILAYER,rsfMRI,66,Betweenness,0.013228373,0.019967737,-0.006739364
MULTILAYER,rsfMRI,67,Betweenness,0.01037486,0.018453473,-0.008078613
MULTILAYER,rsfMRI,68,Betweenness,0.028001165,0.020766258,0.007234907
MULTILAYER,rsfMRI,69,Betweenness,0.012070473,0.0150921205,-0.0030216472
MULTILAYER,rsfMRI,70,Betweenness,0.0072597777,0.012127696,-0.004867918
MULTILAYER,rsfMRI,71,Betweenness,0.013986838,0.009181525,0.0048053134
MULTILAYER,rsfMRI,72,Betweenness,0.013054271,0.017792072,-0.004737801
MULTILAYER,rsfMRI,73,Betweenness,0.020239076,0.025153676,-0.0049146004
MULTILAYER,rsfMRI,74,Betweenness,0.030538546,0.033448376,-0.0029098298
MULTILAYER,rsfMRI,75,Betweenness,0.011932192,0.01687001,-0.0049378183
MULTILAYER,GM,0,Closeness,0.8268946,0.82257116,0.004323423
MULTILAYER,GM,1,Closeness,0.872356,0.8714997,0.0008562803
MULTILAYER,GM,2,Closeness,0.8443755,0.8414134,0.0029621124
MULTILAYER,GM,3,Closeness,0.72211146,0.7240482,-0.0019367337
MULTILAYER,GM,4,Closeness,0.8523373,0.85221636,0.000120937824
MULTILAYER,GM,5,Closeness,0.93328583,0.92803025,0.00525558
MULTILAYER,GM,6,Closeness,0.9035625,0.9021435,0.0014190078
MULTILAYER,GM,7,Closeness,0.9027347,0.903388,-0.0006533265
MULTILAYER,GM,8,Closeness,0.882395,0.8816248,0.0007702112
MULTILAYER,GM,9,Closeness,0.87196964,0.87188596,8.368492e-05
MULTILAYER,GM,10,Closeness,0.82974577,0.8285043,0.0012414455
MULTILAYER,GM,11,Closeness,0.8440339,0.8418192,0.0022146702
MULTILAYER,GM,12,Closeness,0.93058926,0.9305777,1.1563301e-05
MULTILAYER,GM,13,Closeness,0.7628436,0.7625849,0.00025868416
MULTILAYER,GM,14,Closeness,0.8256853,0.8237261,0.0019592047
MULTILAYER,GM,15,Closeness,0.8697186,0.8642668,0.0054517984
MULTILAYER,GM,16,Closeness,0.83654857,0.831315,0.005233586
MULTILAYER,GM,17,Closeness,0.879758,0.8741607,0.0055972934
MULTILAYER,GM,18,Closeness,0.8215605,0.81889784,0.0026626587
MULTILAYER,GM,19,Closeness,0.84942615,0.846221,0.0032051206
MULTILAYER,GM,20,Closeness,0.8684274,0.86541235,0.0030150414
MULTILAYER,GM,21,Closeness,0.8892244,0.8852103,0.0040141344
MULTILAYER,GM,22,Closeness,0.9503454,0.945548,0.004797399
MULTILAYER,GM,23,Closeness,0.84295166,0.84277433,0.00017732382
MULTILAYER,GM,24,Closeness,0.89428294,0.8904298,0.0038531423
MULTILAYER,GM,25,Closeness,0.92009413,0.9185817,0.0015124083
MULTILAYER,GM,26,Closeness,0.91086835,0.90596646,0.004901886
MULTILAYER,GM,27,Closeness,0.9376806,0.9350399,0.0026407242
MULTILAYER,GM,28,Closeness,0.9001359,0.8953874,0.0047484636
MULTILAYER,GM,29,Closeness,0.7809415,0.7758213,0.005120158
MULTILAYER,GM,30,Closeness,0.9498954,0.94615704,0.0037383437
MULTILAYER,GM,31,Closeness,0.9664559,0.96558636,0.00086951256
MULTILAYER,GM,32,Closeness,0.89785594,0.8972777,0.00057822466
MULTILAYER,GM,33,Closeness,0.9699787,0.9620657,0.007912993
MULTILAYER,GM,34,Closeness,0.89968985,0.8954789,0.004210949
MULTILAYER,GM,35,Closeness,0.8867368,0.8871956,-0.00045877695
MULTILAYER,GM,36,Closeness,0.7743367,0.77444786,-0.00011116266
MULTILAYER,GM,37,Closeness,0.8067474,0.8074812,-0.0007338524
MULTILAYER,GM,38,Closeness,0.97240824,0.9721848,0.00022345781
MULTILAYER,GM,39,Closeness,0.9150699,0.9121894,0.002880454
MULTILAYER,GM,40,Closeness,0.9755622,0.96853644,0.0070257783
MULTILAYER,GM,41,Closeness,0.92456335,0.92480695,-0.00024360418
MULTILAYER,GM,42,Closeness,0.8978274,0.89707214,0.00075525045
MULTILAYER,GM,43,Closeness,0.7407331,0.74044645,0.00028663874
MULTILAYER,GM,44,Closeness,0.79009604,0.7907972,-0.00070112944
MULTILAYER,GM,45,Closeness,0.80280465,0.80325675,-0.00045210123
MULTILAYER,GM,46,Closeness,0.8694108,0.8646783,0.0047324896
MULTILAYER,GM,47,Closeness,0.85339284,0.8513599,0.0020329356
MULTILAYER,GM,48,Closeness,0.7147965,0.71774185,-0.0029453635
MULTILAYER,GM,49,Closeness,0.8323434,0.83496517,-0.00262177
MULTILAYER,GM,50,Closeness,0.93765175,0.9347411,0.0029106736
MULTILAYER,GM,51,Closeness,0.8870013,0.8871577,-0.00015640259
MULTILAYER,GM,52,Closeness,0.89843136,0.8968176,0.0016137362
MULTILAYER,GM,53,Closeness,0.8615143,0.8624766,-0.000962317
MULTILAYER,GM,54,Closeness,0.8573627,0.8570181,0.00034457445
MULTILAYER,GM,55,Closeness,0.8201789,0.8201589,2.002716e-05
MULTILAYER,GM,56,Closeness,0.8475303,0.8475997,-6.937981e-05
MULTILAYER,GM,57,Closeness,0.93701303,0.9353189,0.0016941428
MULTILAYER,GM,58,Closeness,0.76155347,0.76437366,-0.0028201938
MULTILAYER,GM,59,Closeness,0.83689195,0.8306818,0.0062101483
MULTILAYER,GM,60,Closeness,0.87548,0.8686151,0.0068649054
MULTILAYER,GM,61,Closeness,0.82683194,0.8225298,0.004302144
MULTILAYER,GM,62,Closeness,0.87529683,0.8688141,0.0064827204
MULTILAYER,GM,63,Closeness,0.8254937,0.82377756,0.0017161369
MULTILAYER,GM,64,Closeness,0.8092755,0.8051299,0.0041456223
MULTILAYER,GM,65,Closeness,0.8445237,0.8414562,0.003067553
MULTILAYER,GM,66,Closeness,0.87996775,0.8741515,0.0058162212
MULTILAYER,GM,67,Closeness,0.949451,0.9468547,0.0025963187
MULTILAYER,GM,68,Closeness,0.8244778,0.8247995,-0.00032168627
MULTILAYER,GM,69,Closeness,0.89856,0.8966628,0.0018972158
MULTILAYER,GM,70,Closeness,0.9258269,0.9241724,0.0016545057
MULTILAYER,GM,71,Closeness,0.9114473,0.9054171,0.006030202
MULTILAYER,GM,72,Closeness,0.9439782,0.93981904,0.0041591525
MULTILAYER,GM,73,Closeness,0.9004759,0.8946669,0.005809009
MULTILAYER,GM,74,Closeness,0.75019455,0.7455898,0.004604757
MULTILAYER,GM,75,Closeness,0.9556422,0.95191616,0.0037260652
MULTILAYER,rsfMRI,0,Closeness,0.83105594,0.8272141,0.0038418174
MULTILAYER,rsfMRI,1,Closeness,0.87478834,0.86904806,0.005740285
MULTILAYER,rsfMRI,2,Closeness,0.84341514,0.8423634,0.001051724
MULTILAYER,rsfMRI,3,Closeness,0.7234649,0.7223348,0.0011301041
MULTILAYER,rsfMRI,4,Closeness,0.8534155,0.8510959,0.0023195744
MULTILAYER,rsfMRI,5,Closeness,0.9326348,0.928436,0.0041987896
MULTILAYER,rsfMRI,6,Closeness,0.90489066,0.9008283,0.0040623546
MULTILAYER,rsfMRI,7,Closeness,0.90658677,0.8992106,0.007376194
MULTILAYER,rsfMRI,8,Closeness,0.8835148,0.88034314,0.0031716824
MULTILAYER,rsfMRI,9,Closeness,0.8736549,0.8699365,0.0037183762
MULTILAYER,rsfMRI,10,Closeness,0.8302706,0.8279593,0.0023112893
MULTILAYER,rsfMRI,11,Closeness,0.8490159,0.84599775,0.0030181408
MULTILAYER,rsfMRI,12,Closeness,0.93399394,0.92711395,0.0068799853
MULTILAYER,rsfMRI,13,Closeness,0.76426995,0.76115394,0.0031160116
MULTILAYER,rsfMRI,14,Closeness,0.8551379,0.84969866,0.005439222
MULTILAYER,rsfMRI,15,Closeness,0.869272,0.86450714,0.004764855
MULTILAYER,rsfMRI,16,Closeness,0.83467764,0.83261216,0.0020654798
MULTILAYER,rsfMRI,17,Closeness,0.87916344,0.8746662,0.00449723
MULTILAYER,rsfMRI,18,Closeness,0.82489073,0.82437456,0.0005161762
MULTILAYER,rsfMRI,19,Closeness,0.8897659,0.8844293,0.0053366423
MULTILAYER,rsfMRI,20,Closeness,0.8684352,0.8652661,0.0031691194
MULTILAYER,rsfMRI,21,Closeness,0.88969535,0.88471,0.0049853325
MULTILAYER,rsfMRI,22,Closeness,0.950757,0.9450618,0.005695224
MULTILAYER,rsfMRI,23,Closeness,0.8450614,0.84062535,0.0044360757
MULTILAYER,rsfMRI,24,Closeness,0.8938183,0.8909108,0.0029075146
MULTILAYER,rsfMRI,25,Closeness,0.9223044,0.91644293,0.005861461
MULTILAYER,rsfMRI,26,Closeness,0.9447652,0.93933487,0.0054303408
MULTILAYER,rsfMRI,27,Closeness,0.93798685,0.9345229,0.003463924
MULTILAYER,rsfMRI,28,Closeness,0.9070802,0.89889723,0.008182943
MULTILAYER,rsfMRI,29,Closeness,0.8086127,0.80564433,0.002968371
MULTILAYER,rsfMRI,30,Closeness,0.9526482,0.9434917,0.009156525
MULTILAYER,rsfMRI,31,Closeness,0.9695682,0.9625307,0.0070375204
MULTILAYER,rsfMRI,32,Closeness,0.9000626,0.89487386,0.005188763
MULTILAYER,rsfMRI,33,Closeness,0.9693093,0.96263593,0.006673336
MULTILAYER,rsfMRI,34,Closeness,0.8995875,0.8954809,0.004106641
MULTILAYER,rsfMRI,35,Closeness,0.8893907,0.8845861,0.004804611
MULTILAYER,rsfMRI,36,Closeness,0.77538276,0.7732152,0.0021675825
MULTILAYER,rsfMRI,37,Closeness,0.8078537,0.80633426,0.0015194416
MULTILAYER,rsfMRI,38,Closeness,0.97553915,0.9690835,0.00645566
MULTILAYER,rsfMRI,39,Closeness,0.9171059,0.9103021,0.0068038106
MULTILAYER,rsfMRI,40,Closeness,0.9755592,0.96845555,0.007103622
MULTILAYER,rsfMRI,41,Closeness,0.9268405,0.9225002,0.004340291
MULTILAYER,rsfMRI,42,Closeness,0.89974385,0.8951979,0.004545927
MULTILAYER,rsfMRI,43,Closeness,0.7401395,0.74079216,-0.00065267086
MULTILAYER,rsfMRI,44,Closeness,0.7907044,0.7900276,0.00067681074
MULTILAYER,rsfMRI,45,Closeness,0.8216889,0.81869227,0.0029966235
MULTILAYER,rsfMRI,46,Closeness,0.8740161,0.86979806,0.004218042
MULTILAYER,rsfMRI,47,Closeness,0.8532958,0.85130775,0.0019880533
MULTILAYER,rsfMRI,48,Closeness,0.71651906,0.71568686,0.00083220005
MULTILAYER,rsfMRI,49,Closeness,0.83466244,0.83259076,0.0020716786
MULTILAYER,rsfMRI,50,Closeness,0.93949026,0.933104,0.00638628
MULTILAYER,rsfMRI,51,Closeness,0.88995963,0.8841808,0.005778849
MULTILAYER,rsfMRI,52,Closeness,0.90037435,0.8947259,0.005648434
MULTILAYER,rsfMRI,53,Closeness,0.8635695,0.86037356,0.0031959414
MULTILAYER,rsfMRI,54,Closeness,0.8589248,0.85518754,0.0037372708
MULTILAYER,rsfMRI,55,Closeness,0.8203308,0.8199844,0.0003464222
MULTILAYER,rsfMRI,56,Closeness,0.84821236,0.84679234,0.001420021
MULTILAYER,rsfMRI,57,Closeness,0.93918234,0.9332932,0.0058891177
MULTILAYER,rsfMRI,58,Closeness,0.76453567,0.760911,0.0036246777
MULTILAYER,rsfMRI,59,Closeness,0.8501617,0.8451526,0.005009055
MULTILAYER,rsfMRI,60,Closeness,0.8744537,0.86941624,0.0050374866
MULTILAYER,rsfMRI,61,Closeness,0.8262006,0.82299626,0.0032043457
MULTILAYER,rsfMRI,62,Closeness,0.8737733,0.8701344,0.0036388636
MULTILAYER,rsfMRI,63,Closeness,0.82910466,0.82916933,-6.467104e-05
MULTILAYER,rsfMRI,64,Closeness,0.8790328,0.8746054,0.0044273734
MULTILAYER,rsfMRI,65,Closeness,0.8436389,0.84207535,0.001563549
MULTILAYER,rsfMRI,66,Closeness,0.88940716,0.8849524,0.004454732
MULTILAYER,rsfMRI,67,Closeness,0.9579269,0.9502909,0.0076360106
MULTILAYER,rsfMRI,68,Closeness,0.82580847,0.823351,0.00245744
MULTILAYER,rsfMRI,69,Closeness,0.89960665,0.8955091,0.0040975213
MULTILAYER,rsfMRI,70,Closeness,0.928525,0.9215158,0.0070091486
MULTILAYER,rsfMRI,71,Closeness,0.9458781,0.9387665,0.007111609
MULTILAYER,rsfMRI,72,Closeness,0.943952,0.93988013,0.0040718913
MULTILAYER,rsfMRI,73,Closeness,0.91175085,0.9047967,0.0069541335
MULTILAYER,rsfMRI,74,Closeness,0.786766,0.7858422,0.0009238124
MULTILAYER,rsfMRI,75,Closeness,0.95735127,0.95019126,0.007160008
MULTILAYER,GM,0,Eigenvector,0.084767595,0.08928562,-0.0045180246
MULTILAYER,GM,1,Eigenvector,0.08859215,0.09384819,-0.005256042
MULTILAYER,GM,2,Eigenvector,0.08659917,0.09205428,-0.0054551065
MULTILAYER,GM,3,Eigenvector,0.059147146,0.06659757,-0.007450428
MULTILAYER,GM,4,Eigenvector,0.079219565,0.084314704,-0.005095139
MULTILAYER,GM,5,Eigenvector,0.10349,0.10415334,-0.0006633401
MULTILAYER,GM,6,Eigenvector,0.08766828,0.09149829,-0.0038300157
MULTILAYER,GM,7,Eigenvector,0.08820306,0.09139739,-0.0031943321
MULTILAYER,GM,8,Eigenvector,0.088142954,0.09136702,-0.0032240674
MULTILAYER,GM,9,Eigenvector,0.080975994,0.08765299,-0.0066769943
MULTILAYER,GM,10,Eigenvector,0.07845052,0.08301114,-0.0045606196
MULTILAYER,GM,11,Eigenvector,0.079769485,0.08780183,-0.008032344
MULTILAYER,GM,12,Eigenvector,0.094294816,0.09582479,-0.0015299767
MULTILAYER,GM,13,Eigenvector,0.06386081,0.07185255,-0.007991739
MULTILAYER,GM,14,Eigenvector,0.07874359,0.08482777,-0.0060841814
MULTILAYER,GM,15,Eigenvector,0.09315209,0.095888734,-0.002736643
MULTILAYER,GM,16,Eigenvector,0.087895475,0.09186761,-0.0039721355
MULTILAYER,GM,17,Eigenvector,0.093058154,0.0942491,-0.0011909455
MULTILAYER,GM,18,Eigenvector,0.084743805,0.09005758,-0.0053137764
MULTILAYER,GM,19,Eigenvector,0.08547662,0.09069386,-0.0052172393
MULTILAYER,GM,20,Eigenvector,0.0843899,0.086443916,-0.0020540133
MULTILAYER,GM,21,Eigenvector,0.090092495,0.094909266,-0.0048167706
MULTILAYER,GM,22,Eigenvector,0.097756006,0.09910842,-0.0013524145
MULTILAYER,GM,23,Eigenvector,0.08268082,0.09018245,-0.007501632
MULTILAYER,GM,24,Eigenvector,0.091075756,0.09453438,-0.0034586266
MULTILAYER,GM,25,Eigenvector,0.091062166,0.09474582,-0.0036836565
MULTILAYER,GM,26,Eigenvector,0.09354461,0.09657809,-0.0030334815
MULTILAYER,GM,27,Eigenvector,0.099485405,0.101867035,-0.0023816302
MULTILAYER,GM,28,Eigenvector,0.09424276,0.097655974,-0.0034132153
MULTILAYER,GM,29,Eigenvector,0.07630409,0.080459036,-0.004154943
MULTILAYER,GM,30,Eigenvector,0.098773785,0.10032005,-0.0015462637
MULTILAYER,GM,31,Eigenvector,0.08750357,0.094039366,-0.0065357983
MULTILAYER,GM,32,Eigenvector,0.07958643,0.08219482,-0.0026083887
MULTILAYER,GM,33,Eigenvector,0.090123706,0.090188,-6.429106e-05
MULTILAYER,GM,34,Eigenvector,0.082970135,0.086821154,-0.0038510188
MULTILAYER,GM,35,Eigenvector,0.0801176,0.08515741,-0.005039811
MULTILAYER,GM,36,Eigenvector,0.065618925,0.07321209,-0.0075931624
MULTILAYER,GM,37,Eigenvector,0.06753986,0.07538024,-0.00784038
MULTILAYER,GM,38,Eigenvector,0.08795408,0.09490965,-0.0069555715
MULTILAYER,GM,39,Eigenvector,0.07836111,0.08082126,-0.002460152
MULTILAYER,GM,40,Eigenvector,0.08774713,0.08962509,-0.0018779635
MULTILAYER,GM,41,Eigenvector,0.07952669,0.086784676,-0.007257983
MULTILAYER,GM,42,Eigenvector,0.085652605,0.08802415,-0.0023715422
MULTILAYER,GM,43,Eigenvector,0.053779464,0.06431369,-0.010534223
MULTILAYER,GM,44,Eigenvector,0.07157804,0.07970453,-0.00812649
MULTILAYER,GM,45,Eigenvector,0.07979847,0.087238714,-0.0074402466
MULTILAYER,GM,46,Eigenvector,0.08965619,0.09538901,-0.0057328194
MULTILAYER,GM,47,Eigenvector,0.090068206,0.096179724,-0.0061115175
MULTILAYER,GM,48,Eigenvector,0.057646234,0.0664448,-0.008798566
MULTILAYER,GM,49,Eigenvector,0.07439723,0.07991976,-0.0055225343
MULTILAYER,GM,50,Eigenvector,0.09556426,0.09866765,-0.0031033903
MULTILAYER,GM,51,Eigenvector,0.0816566,0.08786611,-0.006209515
MULTILAYER,GM,52,Eigenvector,0.083498225,0.08520016,-0.0017019361
MULTILAYER,GM,53,Eigenvector,0.084650934,0.08951121,-0.0048602745
MULTILAYER,GM,54,Eigenvector,0.078358494,0.08575109,-0.0073925927
MULTILAYER,GM,55,Eigenvector,0.07487335,0.08171894,-0.006845586
MULTILAYER,GM,56,Eigenvector,0.07912496,0.0880287,-0.008903742
MULTILAYER,GM,57,Eigenvector,0.09355354,0.09703207,-0.003478527
MULTILAYER,GM,58,Eigenvector,0.067805625,0.076013975,-0.008208349
MULTILAYER,GM,59,Eigenvector,0.08272296,0.088838965,-0.006116003
MULTILAYER,GM,60,Eigenvector,0.09420109,0.09656596,-0.002364874
MULTILAYER,GM,61,Eigenvector,0.0826906,0.088276505,-0.005585909
MULTILAYER,GM,62,Eigenvector,0.08992344,0.09202675,-0.0021033064
MULTILAYER,GM,63,Eigenvector,0.083058804,0.08787953,-0.004820727
MULTILAYER,GM,64,Eigenvector,0.07437051,0.07942425,-0.0050537363
MULTILAYER,GM,65,Eigenvector,0.08083368,0.085803635,-0.0049699545
MULTILAYER,GM,66,Eigenvector,0.08830375,0.09315353,-0.0048497766
MULTILAYER,GM,67,Eigenvector,0.094863206,0.097828716,-0.00296551
MULTILAYER,GM,68,Eigenvector,0.07941666,0.08657126,-0.007154599
MULTILAYER,GM,69,Eigenvector,0.0891796,0.094365984,-0.0051863864
MULTILAYER,GM,70,Eigenvector,0.09274522,0.09701927,-0.004274048
MULTILAYER,GM,71,Eigenvector,0.09128778,0.09528066,-0.0039928854
MULTILAYER,GM,72,Eigenvector,0.09634481,0.10002813,-0.0036833137
MULTILAYER,GM,73,Eigenvector,0.09478149,0.097071305,-0.0022898167
MULTILAYER,GM,74,Eigenvector,0.06365273,0.06965163,-0.005998902
MULTILAYER,GM,75,Eigenvector,0.09616167,0.09661936,-0.00045768917
MULTILAYER,rsfMRI,0,Eigenvector,0.07123263,0.06482177,0.0064108595
MULTILAYER,rsfMRI,1,Eigenvector,0.078258194,0.07316873,0.005089462
MULTILAYER,rsfMRI,2,Eigenvector,0.074218325,0.066458404,0.0077599213
MULTILAYER,rsfMRI,3,Eigenvector,0.0454277,0.045316942,0.000110756606
MULTILAYER,rsfMRI,4,Eigenvector,0.075350806,0.06971165,0.005639158
MULTILAYER,rsfMRI,5,Eigenvector,0.08577807,0.08104556,0.004732512
MULTILAYER,rsfMRI,6,Eigenvector,0.084802136,0.07769991,0.0071022287
MULTILAYER,rsfMRI,7,Eigenvector,0.082993865,0.07760935,0.0053845122
MULTILAYER,rsfMRI,8,Eigenvector,0.08083056,0.07437651,0.0064540505
MULTILAYER,rsfMRI,9,Eigenvector,0.07535647,0.071920045,0.0034364238
MULTILAYER,rsfMRI,10,Eigenvector,0.07150697,0.064225994,0.0072809756
MULTILAYER,rsfMRI,11,Eigenvector,0.06945284,0.06778831,0.0016645268
MULTILAYER,rsfMRI,12,Eigenvector,0.0904717,0.083648644,0.0068230554
MULTILAYER,rsfMRI,13,Eigenvector,0.05614018,0.052460082,0.0036800988
MULTILAYER,rsfMRI,14,Eigenvector,0.07693916,0.07024168,0.006697476
MULTILAYER,rsfMRI,15,Eigenvector,0.07749453,0.070843175,0.006651357
MULTILAYER,rsfMRI,16,Eigenvector,0.06951193,0.064989105,0.004522823
MULTILAYER,rsfMRI,17,Eigenvector,0.0768058,0.071131974,0.0056738257
MULTILAYER,rsfMRI,18,Eigenvector,0.071806096,0.06390166,0.007904433
MULTILAYER,rsfMRI,19,Eigenvector,0.08150147,0.07532477,0.0061767027
MULTILAYER,rsfMRI,20,Eigenvector,0.07796603,0.0717485,0.0062175244
MULTILAYER,rsfMRI,21,Eigenvector,0.08229767,0.077012725,0.0052849427
MULTILAYER,rsfMRI,22,Eigenvector,0.087080784,0.07889072,0.008190066
MULTILAYER,rsfMRI,23,Eigenvector,0.0692466,0.06678716,0.0024594367
MULTILAYER,rsfMRI,24,Eigenvector,0.08064058,0.075145476,0.005495101
MULTILAYER,rsfMRI,25,Eigenvector,0.08479873,0.07935126,0.0054474697
MULTILAYER,rsfMRI,26,Eigenvector,0.0877131,0.080264434,0.007448666
MULTILAYER,rsfMRI,27,Eigenvector,0.0893575,0.0819379,0.007419601
MULTILAYER,rsfMRI,28,Eigenvector,0.084704585,0.077743,0.006961584
MULTILAYER,rsfMRI,29,Eigenvector,0.069769606,0.063859396,0.0059102103
MULTILAYER,rsfMRI,30,Eigenvector,0.08759621,0.07994468,0.00765153
MULTILAYER,rsfMRI,31,Eigenvector,0.08568333,0.078098364,0.0075849667
MULTILAYER,rsfMRI,32,Eigenvector,0.07715662,0.0710053,0.0061513186
MULTILAYER,rsfMRI,33,Eigenvector,0.084115535,0.076453395,0.00766214
MULTILAYER,rsfMRI,34,Eigenvector,0.074956365,0.069901094,0.005055271
MULTILAYER,rsfMRI,35,Eigenvector,0.07634726,0.0702651,0.0060821623
MULTILAYER,rsfMRI,36,Eigenvector,0.055232327,0.054244544,0.0009877831
MULTILAYER,rsfMRI,37,Eigenvector,0.06260286,0.061587032,0.0010158308
MULTILAYER,rsfMRI,38,Eigenvector,0.08791669,0.080333434,0.007583253
MULTILAYER,rsfMRI,39,Eigenvector,0.07913261,0.0713432,0.0077894107
MULTILAYER,rsfMRI,40,Eigenvector,0.08414124,0.0770376,0.007103637
MULTILAYER,rsfMRI,41,Eigenvector,0.07539502,0.07133125,0.00406377
MULTILAYER,rsfMRI,42,Eigenvector,0.07851986,0.07333464,0.0051852167
MULTILAYER,rsfMRI,43,Eigenvector,0.048869833,0.049398184,-0.0005283505
MULTILAYER,rsfMRI,44,Eigenvector,0.059027996,0.057535972,0.0014920235
MULTILAYER,rsfMRI,45,Eigenvector,0.070200354,0.063955545,0.0062448084
MULTILAYER,rsfMRI,46,Eigenvector,0.07699264,0.07269257,0.0043000653
MULTILAYER,rsfMRI,47,Eigenvector,0.075339876,0.06810788,0.0072319955
MULTILAYER,rsfMRI,48,Eigenvector,0.043487497,0.041783094,0.0017044023
