Network,Sublayer,Node,Metric,Mean_Control,Mean_MS,Delta_Control_minus_MS
MULTINEXT,GM,32,Eigenvector,0.08441965,0.08478109,-0.00036143512
MULTINEXT,GM,33,Eigenvector,0.09178347,0.09135306,0.0004304126
MULTINEXT,GM,34,Eigenvector,0.084681995,0.08457991,0.000102087855
MULTINEXT,GM,35,Eigenvector,0.08284093,0.08337851,-0.00053758174
MULTINEXT,GM,36,Eigenvector,0.06748525,0.06788337,-0.00039812177
MULTINEXT,GM,37,Eigenvector,0.072322555,0.07289123,-0.000568673
MULTINEXT,GM,38,Eigenvector,0.09186005,0.09219936,-0.00033931434
MULTINEXT,GM,39,Eigenvector,0.08624856,0.08635838,-0.00010982156
MULTINEXT,GM,40,Eigenvector,0.09216837,0.091901645,0.00026672333
MULTINEXT,GM,41,Eigenvector,0.08725007,0.08776067,-0.0005106032
MULTINEXT,GM,42,Eigenvector,0.08398008,0.084341966,-0.00036188215
MULTINEXT,GM,43,Eigenvector,0.06145455,0.06179786,-0.00034331158
MULTINEXT,GM,44,Eigenvector,0.069758244,0.07035264,-0.0005943924
MULTINEXT,GM,45,Eigenvector,0.07233367,0.072856806,-0.00052313507
MULTINEXT,GM,46,Eigenvector,0.08152598,0.081314005,0.00021197647
MULTINEXT,GM,47,Eigenvector,0.07863828,0.07882761,-0.00018933415
MULTINEXT,GM,48,Eigenvector,0.05680129,0.057814665,-0.0010133758
MULTINEXT,GM,49,Eigenvector,0.07595042,0.07676157,-0.00081115216
MULTINEXT,GM,50,Eigenvector,0.08864224,0.08873049,-8.825213e-05
MULTINEXT,GM,51,Eigenvector,0.08286456,0.08327738,-0.00041282177
MULTINEXT,GM,52,Eigenvector,0.08411233,0.08433563,-0.00022330135
MULTINEXT,GM,53,Eigenvector,0.07963197,0.0801547,-0.00052273273
MULTINEXT,GM,54,Eigenvector,0.07927664,0.07973237,-0.00045572966
MULTINEXT,GM,55,Eigenvector,0.074077785,0.07456462,-0.00048683584
MULTINEXT,GM,56,Eigenvector,0.07798495,0.07848903,-0.0005040765
MULTINEXT,GM,57,Eigenvector,0.088462494,0.088707894,-0.00024539977
MULTINEXT,GM,58,Eigenvector,0.06494178,0.06594483,-0.0010030493
MULTINEXT,GM,59,Eigenvector,0.07754569,0.077056885,0.0004888028
MULTINEXT,GM,60,Eigenvector,0.08210148,0.081615336,0.00048614293
MULTINEXT,GM,61,Eigenvector,0.0751761,0.07497153,0.00020457059
MULTINEXT,GM,62,Eigenvector,0.08172863,0.0812904,0.00043822825
MULTINEXT,GM,63,Eigenvector,0.07497674,0.07519237,-0.00021562725
MULTINEXT,GM,64,Eigenvector,0.07376648,0.073525056,0.00024142116
MULTINEXT,GM,65,Eigenvector,0.07821486,0.07823352,-1.8656254e-05
MULTINEXT,GM,66,Eigenvector,0.082897455,0.08248643,0.00041102618
MULTINEXT,GM,67,Eigenvector,0.08966354,0.08975495,-9.140372e-05
MULTINEXT,GM,68,Eigenvector,0.07491347,0.07540311,-0.00048963726
MULTINEXT,GM,69,Eigenvector,0.08469508,0.084883735,-0.00018865615
MULTINEXT,GM,70,Eigenvector,0.08762252,0.08780943,-0.00018690526
MULTINEXT,GM,71,Eigenvector,0.08593155,0.085570976,0.00036057085
MULTINEXT,GM,72,Eigenvector,0.08921623,0.08924157,-2.5339425e-05
MULTINEXT,GM,73,Eigenvector,0.08521022,0.08490766,0.00030256063
MULTINEXT,GM,74,Eigenvector,0.064374715,0.0639171,0.00045761466
MULTINEXT,GM,75,Eigenvector,0.09047219,0.090535596,-6.340444e-05
MULTINEXT,rsfMRI,0,Eigenvector,0.07639938,0.0762212,0.00017818063
MULTINEXT,rsfMRI,1,Eigenvector,0.0822288,0.08182827,0.00040053576
MULTINEXT,rsfMRI,2,Eigenvector,0.077648126,0.07788734,-0.00023921579
MULTINEXT,rsfMRI,3,Eigenvector,0.05901602,0.059094828,-7.8808516e-05
MULTINEXT,rsfMRI,4,Eigenvector,0.0789958,0.07909433,-9.852648e-05
MULTINEXT,rsfMRI,5,Eigenvector,0.08817456,0.08807567,9.8891556e-05
MULTINEXT,rsfMRI,6,Eigenvector,0.08507869,0.084963195,0.00011549145
MULTINEXT,rsfMRI,7,Eigenvector,0.08520253,0.08470339,0.00049913675
MULTINEXT,rsfMRI,8,Eigenvector,0.082685895,0.0826881,-2.2053719e-06
MULTINEXT,rsfMRI,9,Eigenvector,0.08176779,0.08171199,5.5797398e-05
MULTINEXT,rsfMRI,10,Eigenvector,0.07589045,0.07595973,-6.92755e-05
MULTINEXT,rsfMRI,11,Eigenvector,0.07859267,0.07861718,-2.450496e-05
MULTINEXT,rsfMRI,12,Eigenvector,0.08831279,0.087906845,0.00040594488
MULTINEXT,rsfMRI,13,Eigenvector,0.065996625,0.06583256,0.00016406178
MULTINEXT,rsfMRI,14,Eigenvector,0.07987307,0.07942093,0.00045213848
MULTINEXT,rsfMRI,15,Eigenvector,0.081492335,0.08123339,0.00025894493
MULTINEXT,rsfMRI,16,Eigenvector,0.07665739,0.07673754,-8.0145895e-05
MULTINEXT,rsfMRI,17,Eigenvector,0.08256362,0.082346685,0.0002169311
MULTINEXT,rsfMRI,18,Eigenvector,0.07507277,0.07539059,-0.00031781942
MULTINEXT,rsfMRI,19,Eigenvector,0.08395694,0.08365324,0.00030370057
MULTINEXT,rsfMRI,20,Eigenvector,0.081237994,0.08120325,3.4742057e-05
MULTINEXT,rsfMRI,21,Eigenvector,0.08384403,0.08356814,0.00027588755
MULTINEXT,rsfMRI,22,Eigenvector,0.08988827,0.08968652,0.00020174682
MULTINEXT,rsfMRI,23,Eigenvector,0.07802445,0.07780754,0.00021690875
MULTINEXT,rsfMRI,24,Eigenvector,0.08424113,0.08422867,1.2457371e-05
MULTINEXT,rsfMRI,25,Eigenvector,0.08735803,0.08702457,0.00033345819
MULTINEXT,rsfMRI,26,Eigenvector,0.08936819,0.08916037,0.00020781904
MULTINEXT,rsfMRI,27,Eigenvector,0.08871971,0.08870277,1.694262e-05
MULTINEXT,rsfMRI,28,Eigenvector,0.0858403,0.08520096,0.0006393418
MULTINEXT,rsfMRI,29,Eigenvector,0.07364129,0.073553294,8.799881e-05
MULTINEXT,rsfMRI,30,Eigenvector,0.090202026,0.089536145,0.00066588074
MULTINEXT,rsfMRI,31,Eigenvector,0.091616556,0.091276124,0.00034043193
MULTINEXT,rsfMRI,32,Eigenvector,0.08476022,0.08452532,0.0002349019
MULTINEXT,rsfMRI,33,Eigenvector,0.09170064,0.09139801,0.00030263513
MULTINEXT,rsfMRI,34,Eigenvector,0.084750816,0.084654264,9.6552074e-05
MULTINEXT,rsfMRI,35,Eigenvector,0.083252214,0.083086625,0.00016558915
MULTINEXT,rsfMRI,36,Eigenvector,0.067927845,0.06795078,-2.2932887e-05
MULTINEXT,rsfMRI,37,Eigenvector,0.07280306,0.07296765,-0.00016459078
MULTINEXT,rsfMRI,38,Eigenvector,0.092151985,0.09185619,0.0002957955
MULTINEXT,rsfMRI,39,Eigenvector,0.08651381,0.086139,0.0003748089
MULTINEXT,rsfMRI,40,Eigenvector,0.0921601,0.09187198,0.0002881214
MULTINEXT,rsfMRI,41,Eigenvector,0.08753749,0.087531045,6.444752e-06
MULTINEXT,rsfMRI,42,Eigenvector,0.08426831,0.08419026,7.805228e-05
MULTINEXT,rsfMRI,43,Eigenvector,0.061726812,0.062192637,-0.0004658252
MULTINEXT,rsfMRI,44,Eigenvector,0.070209585,0.07049332,-0.000283733
MULTINEXT,rsfMRI,45,Eigenvector,0.07503139,0.07494189,8.9503825e-05
MULTINEXT,rsfMRI,46,Eigenvector,0.08221168,0.08200841,0.00020327419
MULTINEXT,rsfMRI,47,Eigenvector,0.07883081,0.07894185,-0.00011104345
MULTINEXT,rsfMRI,48,Eigenvector,0.057604816,0.057756145,-0.00015132874
MULTINEXT,rsfMRI,49,Eigenvector,0.07649269,0.076595016,-0.000102326274
MULTINEXT,rsfMRI,50,Eigenvector,0.08885154,0.08850365,0.00034788996
MULTINEXT,rsfMRI,51,Eigenvector,0.083250485,0.08295279,0.0002976954
MULTINEXT,rsfMRI,52,Eigenvector,0.08437984,0.08409458,0.00028526038
MULTINEXT,rsfMRI,53,Eigenvector,0.080020465,0.07996499,5.5477023e-05
MULTINEXT,rsfMRI,54,Eigenvector,0.07971001,0.07963272,7.728487e-05
MULTINEXT,rsfMRI,55,Eigenvector,0.074417256,0.07477586,-0.0003586039
MULTINEXT,rsfMRI,56,Eigenvector,0.07832607,0.07855046,-0.00022438914
MULTINEXT,rsfMRI,57,Eigenvector,0.08870489,0.08843362,0.0002712682
MULTINEXT,rsfMRI,58,Eigenvector,0.06585894,0.06562107,0.00023786724
MULTINEXT,rsfMRI,59,Eigenvector,0.079162985,0.078792706,0.00037027895
MULTINEXT,rsfMRI,60,Eigenvector,0.082083434,0.081765875,0.00031755865
MULTINEXT,rsfMRI,61,Eigenvector,0.07531824,0.07522326,9.498e-05
MULTINEXT,rsfMRI,62,Eigenvector,0.08166477,0.08155908,0.000105693936
MULTINEXT,rsfMRI,63,Eigenvector,0.07571254,0.07614318,-0.00043064356
MULTINEXT,rsfMRI,64,Eigenvector,0.08280321,0.0826089,0.00019431114
MULTINEXT,rsfMRI,65,Eigenvector,0.07823091,0.07837331,-0.00014240295
MULTINEXT,rsfMRI,66,Eigenvector,0.083901264,0.083680086,0.00022117794
MULTINEXT,rsfMRI,67,Eigenvector,0.09042857,0.08994075,0.0004878193
MULTINEXT,rsfMRI,68,Eigenvector,0.07534538,0.075370826,-2.5443733e-05
MULTINEXT,rsfMRI,69,Eigenvector,0.084938146,0.084815316,0.00012283027
MULTINEXT,rsfMRI,70,Eigenvector,0.087964565,0.087525494,0.00043907017
MULTINEXT,rsfMRI,71,Eigenvector,0.089432575,0.08897073,0.0004618466
MULTINEXT,rsfMRI,72,Eigenvector,0.08922452,0.089209996,1.4521182e-05
MULTINEXT,rsfMRI,73,Eigenvector,0.08635888,0.085913815,0.00044506788
MULTINEXT,rsfMRI,74,Eigenvector,0.070402466,0.07058667,-0.0001842007
MULTINEXT,rsfMRI,75,Eigenvector,0.09066461,0.09029865,0.00036595762
