Layer,Node,Metric,Mean_Control,Mean_MS,Delta_Control_minus_MS
GM,60,Closeness,0.99635273,0.9873301,0.009022653
GM,61,Closeness,0.9937242,0.98952425,0.0041999817
GM,62,Closeness,0.99492824,0.9889468,0.0059814453
GM,63,Closeness,0.97819275,0.97884566,-0.0006529093
GM,64,Closeness,0.82943547,0.82732093,0.0021145344
GM,65,Closeness,0.9920287,0.9911149,0.0009137988
GM,66,Closeness,0.9682515,0.9641206,0.0041309
GM,67,Closeness,0.9751622,0.98156774,-0.0064055324
GM,68,Closeness,0.9875252,0.99515414,-0.0076289177
GM,69,Closeness,0.988599,0.9938596,-0.0052605867
GM,70,Closeness,0.98674124,0.99553585,-0.008794606
GM,71,Closeness,0.91968304,0.91837925,0.001303792
GM,72,Closeness,0.98927826,0.992771,-0.0034927726
GM,73,Closeness,0.96713245,0.9644007,0.0027317405
GM,74,Closeness,0.88215935,0.87240034,0.009759009
GM,75,Closeness,0.9897606,0.9925493,-0.0027887225
GM,0,Eigenvector,0.12724017,0.124481834,0.0027583316
GM,1,Eigenvector,0.11732543,0.120120764,-0.0027953312
GM,2,Eigenvector,0.12328032,0.12531377,-0.0020334572
GM,3,Eigenvector,0.11335781,0.10984793,0.003509879
GM,4,Eigenvector,0.10302114,0.1069508,-0.0039296597
GM,5,Eigenvector,0.13487275,0.1272842,0.0075885504
GM,6,Eigenvector,0.10477661,0.10845513,-0.0036785156
GM,7,Eigenvector,0.105239704,0.106659494,-0.0014197901
GM,8,Eigenvector,0.112109415,0.11338014,-0.0012707263
GM,9,Eigenvector,0.1077785,0.111251466,-0.003472969
GM,10,Eigenvector,0.11011713,0.11246718,-0.0023500472
GM,11,Eigenvector,0.115343414,0.118179336,-0.002835922
GM,12,Eigenvector,0.10960526,0.11007408,-0.00046882033
GM,13,Eigenvector,0.107844055,0.10974697,-0.0019029155
GM,14,Eigenvector,0.10255743,0.10774204,-0.005184613
GM,15,Eigenvector,0.1298619,0.12502709,0.004834816
GM,16,Eigenvector,0.13395308,0.12723888,0.006714195
GM,17,Eigenvector,0.12908101,0.12215933,0.006921679
GM,18,Eigenvector,0.12462548,0.12659933,-0.001973845
GM,19,Eigenvector,0.10478311,0.110647514,-0.005864404
GM,20,Eigenvector,0.11281073,0.10933613,0.0034746006
GM,21,Eigenvector,0.11717483,0.11891226,-0.0017374307
GM,22,Eigenvector,0.117658064,0.11913547,-0.0014774054
GM,23,Eigenvector,0.12018703,0.12126662,-0.0010795891
GM,24,Eigenvector,0.11921424,0.11747054,0.0017436966
GM,25,Eigenvector,0.11069739,0.113292046,-0.0025946572
GM,26,Eigenvector,0.11018126,0.11320768,-0.0030264258
GM,27,Eigenvector,0.12293211,0.123227924,-0.0002958104
GM,28,Eigenvector,0.120976344,0.121701285,-0.0007249415
GM,29,Eigenvector,0.11434347,0.10956295,0.0047805235
GM,30,Eigenvector,0.12638848,0.12278412,0.0036043525
GM,31,Eigenvector,0.102678485,0.10989109,-0.0072126016
GM,32,Eigenvector,0.09999411,0.09915618,0.00083792955
GM,33,Eigenvector,0.10722593,0.10251905,0.004706882
GM,34,Eigenvector,0.10725358,0.10595496,0.0012986213
GM,35,Eigenvector,0.10277587,0.10593684,-0.0031609684
GM,36,Eigenvector,0.11015908,0.108540304,0.0016187727
GM,37,Eigenvector,0.10299842,0.10393594,-0.00093752146
GM,38,Eigenvector,0.10110172,0.10851467,-0.0074129477
GM,39,Eigenvector,0.09492906,0.096018404,-0.0010893419
GM,40,Eigenvector,0.104548015,0.1025443,0.0020037144
GM,41,Eigenvector,0.09697927,0.10224573,-0.0052664652
GM,42,Eigenvector,0.11064223,0.10736139,0.0032808408
GM,43,Eigenvector,0.09806319,0.09934156,-0.0012783632
GM,44,Eigenvector,0.11711891,0.116842985,0.0002759248
GM,45,Eigenvector,0.11867022,0.12185041,-0.003180191
GM,46,Eigenvector,0.121945895,0.123337016,-0.0013911203
GM,47,Eigenvector,0.12970297,0.13172103,-0.0020180643
GM,48,Eigenvector,0.11437285,0.11273576,0.0016370863
GM,49,Eigenvector,0.102410115,0.10548953,-0.0030794144
GM,50,Eigenvector,0.11731697,0.11587645,0.0014405176
GM,51,Eigenvector,0.09894034,0.10532493,-0.006384589
GM,52,Eigenvector,0.10110288,0.09922847,0.0018744096
GM,53,Eigenvector,0.11132488,0.11342437,-0.0020994917
GM,54,Eigenvector,0.10908161,0.11141867,-0.0023370609
GM,55,Eigenvector,0.105500616,0.11186894,-0.006368324
GM,56,Eigenvector,0.115626656,0.11873302,-0.0031063631
GM,57,Eigenvector,0.11033051,0.112316184,-0.0019856766
GM,58,Eigenvector,0.115437545,0.11684552,-0.0014079735
GM,59,Eigenvector,0.11334113,0.11714132,-0.003800191
GM,60,Eigenvector,0.13376491,0.12534848,0.008416429
GM,61,Eigenvector,0.12163726,0.12040761,0.0012296513
GM,62,Eigenvector,0.1262909,0.12054587,0.005745031
GM,63,Eigenvector,0.12292044,0.123410515,-0.00049007684
GM,64,Eigenvector,0.08257271,0.09203219,-0.009459473
GM,65,Eigenvector,0.112356,0.111258894,0.0010971054
GM,66,Eigenvector,0.11587232,0.117552236,-0.0016799122
GM,67,Eigenvector,0.11001288,0.11408574,-0.00407286
GM,68,Eigenvector,0.12158661,0.120178275,0.0014083385
GM,69,Eigenvector,0.11577078,0.11852523,-0.0027544498
GM,70,Eigenvector,0.115856096,0.11840231,-0.0025462136
GM,71,Eigenvector,0.10574441,0.10984556,-0.0041011497
GM,72,Eigenvector,0.11950596,0.120720744,-0.0012147874
GM,73,Eigenvector,0.12121725,0.11914469,0.0020725578
GM,74,Eigenvector,0.09271681,0.09323519,-0.00051837415
GM,75,Eigenvector,0.11773755,0.1142212,0.0035163462
