Layer,Node,Metric,Mean_Control,Mean_MS,Delta_Control_minus_MS
rsfMRI,67,Strength,38.396202,37.375347,1.020855
rsfMRI,68,Strength,38.81845,38.756294,0.062156677
rsfMRI,69,Strength,39.179817,39.227108,-0.047290802
rsfMRI,70,Strength,40.122936,40.50778,-0.38484192
rsfMRI,71,Strength,40.850185,39.579468,1.2707176
rsfMRI,72,Strength,40.855938,39.353493,1.5024452
rsfMRI,73,Strength,41.143513,39.59226,1.5512543
rsfMRI,74,Strength,42.813885,40.190414,2.6234703
rsfMRI,75,Strength,41.705364,39.990818,1.7145462
rsfMRI,0,Betweenness,0.01954105,0.022106724,-0.0025656745
rsfMRI,1,Betweenness,0.01772565,0.012820512,0.004905138
rsfMRI,2,Betweenness,0.011150774,0.016784476,-0.0056337025
rsfMRI,3,Betweenness,0.036600377,0.033090785,0.0035095923
rsfMRI,4,Betweenness,0.02136325,0.015544006,0.0058192452
rsfMRI,5,Betweenness,0.02573517,0.013846154,0.011889015
rsfMRI,6,Betweenness,0.020880502,0.02108108,-0.00020057894
rsfMRI,7,Betweenness,0.00936937,0.02928621,-0.01991684
rsfMRI,8,Betweenness,0.022342343,0.015349965,0.0069923783
rsfMRI,9,Betweenness,0.018466769,0.014088704,0.0043780645
rsfMRI,10,Betweenness,0.025633182,0.022224532,0.00340865
rsfMRI,11,Betweenness,0.035954446,0.018156618,0.017797828
rsfMRI,12,Betweenness,0.018453171,0.019182261,-0.0007290896
rsfMRI,13,Betweenness,0.019785823,0.023811502,-0.004025679
rsfMRI,14,Betweenness,0.009097399,0.015932085,-0.006834686
rsfMRI,15,Betweenness,0.028393677,0.028759528,-0.00036585145
rsfMRI,16,Betweenness,0.024735678,0.030374222,-0.0056385435
rsfMRI,17,Betweenness,0.029175589,0.022869023,0.0063065663
rsfMRI,18,Betweenness,0.017861636,0.017629936,0.00023170002
rsfMRI,19,Betweenness,0.028135303,0.017033957,0.011101346
rsfMRI,20,Betweenness,0.01218426,0.011725573,0.00045868754
rsfMRI,21,Betweenness,0.021689612,0.007623007,0.014066605
rsfMRI,22,Betweenness,0.017997619,0.023478866,-0.005481247
