Node,Layer,Metric,Control,EM,Delta,Abs_Delta,Cohort
0,MULTILAYER,Betweenness_mean,0.03424049314840268,0.03598233995584989,-0.0017418468074472046,0.0017418468074472046,Naples
0,MULTILAYER,Closeness_mean,0.9060173790808381,0.8998539160270911,0.0061634630537470425,0.0061634630537470425,Naples
0,MULTILAYER,Degree_mean,135.32075471698113,134.07692307692307,1.2438316400580618,1.2438316400580618,Naples
0,MULTILAYER,Eigenvector_mean,0.07159540791727086,0.071461957785048,0.00013345013222285096,0.00013345013222285096,Naples
0,MULTILAYER,Strength_mean,69.08487729874052,66.5023575254511,2.5825197732894196,2.5825197732894196,Naples
0,MULTINEXT,Betweenness_mean,0.00028113498901753366,0.00031868901311749855,-3.755402409996489e-05,3.755402409996489e-05,Naples
0,MULTINEXT,Closeness_mean,0.9060173790808381,0.8998539160270911,0.0061634630537470425,0.0061634630537470425,Naples
0,MULTINEXT,Degree_mean,135.32075471698113,134.07692307692307,1.2438316400580618,1.2438316400580618,Naples
0,MULTINEXT,Eigenvector_mean,0.07715762162192306,0.0770079728660722,0.00014964875585087023,0.00014964875585087023,Naples
0,MULTINEXT,Strength_mean,135.32075471698113,134.07692307692307,1.2438316400580618,1.2438316400580618,Naples
1,MULTILAYER,Betweenness_mean,0.021450289474780292,0.011193751061300732,0.01025653841347956,0.01025653841347956,Naples
1,MULTILAYER,Closeness_mean,0.9377381937672288,0.9349999771586577,0.002738216608571098,0.002738216608571098,Naples
1,MULTILAYER,Degree_mean,140.9056603773585,140.3846153846154,0.5210449927431,0.5210449927431,Naples
1,MULTILAYER,Eigenvector_mean,0.07492354585156108,0.08057644339502125,-0.00565289754346017,0.00565289754346017,Naples
1,MULTILAYER,Strength_mean,71.60801960859695,74.33272864983917,-2.724709041242221,2.724709041242221,Naples
1,MULTINEXT,Betweenness_mean,0.00031015108253705905,0.0003536499283400291,-4.349884580297003e-05,4.349884580297003e-05,Naples
1,MULTINEXT,Closeness_mean,0.9377381937672288,0.9349999771586577,0.002738216608571098,0.002738216608571098,Naples
1,MULTINEXT,Degree_mean,140.9056603773585,140.3846153846154,0.5210449927431,0.5210449927431,Naples
1,MULTINEXT,Eigenvector_mean,0.08031797621379,0.08059631232921988,-0.000278336115429878,0.000278336115429878,Naples
1,MULTINEXT,Strength_mean,140.9056603773585,140.3846153846154,0.5210449927431,0.5210449927431,Naples
2,MULTILAYER,Betweenness_mean,0.02377025282185847,0.025789607743250127,-0.0020193549213916584,0.0020193549213916584,Naples
2,MULTILAYER,Closeness_mean,0.9583579781788535,0.9491249208261455,0.009233057352707963,0.009233057352707963,Naples
2,MULTILAYER,Degree_mean,144.43396226415095,142.78846153846155,1.645500725689402,1.645500725689402,Naples
2,MULTILAYER,Eigenvector_mean,0.07357321355656536,0.07664971395780126,-0.0030765004012359015,0.0030765004012359015,Naples
2,MULTILAYER,Strength_mean,70.79880040536416,70.86406026381653,-0.06525985845236448,0.06525985845236448,Naples
2,MULTINEXT,Betweenness_mean,0.00041093921656249973,0.0004548196820261351,-4.388046546363535e-05,4.388046546363535e-05,Naples
2,MULTINEXT,Closeness_mean,0.9583579781788535,0.9491249208261455,0.009233057352707963,0.009233057352707963,Naples
2,MULTINEXT,Degree_mean,144.43396226415095,142.78846153846155,1.645500725689402,1.645500725689402,Naples
2,MULTINEXT,Eigenvector_mean,0.08193545327487363,0.08160454127477426,0.0003309120000993676,0.0003309120000993676,Naples
2,MULTINEXT,Strength_mean,144.43396226415095,142.78846153846155,1.645500725689402,1.645500725689402,Naples
3,MULTILAYER,Betweenness_mean,0.027213128410179515,0.021131771098658516,0.006081357311520999,0.006081357311520999,Naples
3,MULTILAYER,Closeness_mean,0.8201216220338445,0.8203257833468066,-0.00020416131296208118,0.00020416131296208118,Naples
3,MULTILAYER,Degree_mean,117.83018867924528,117.90384615384616,-0.07365747460087846,0.07365747460087846,Naples
3,MULTILAYER,Eigenvector_mean,0.0562837191749039,0.06321306471538603,-0.006929345540482128,0.006929345540482128,Naples
3,MULTILAYER,Strength_mean,54.72969532083194,57.99440232867855,-3.26470700784661,3.26470700784661,Naples
3,MULTINEXT,Betweenness_mean,0.00018383806114092026,0.00022318159600502827,-3.9343534864108007e-05,3.9343534864108007e-05,Naples
3,MULTINEXT,Closeness_mean,0.8201216220338445,0.8203257833468066,-0.00020416131296208118,0.00020416131296208118,Naples
3,MULTINEXT,Degree_mean,117.83018867924528,117.90384615384616,-0.07365747460087846,0.07365747460087846,Naples
3,MULTINEXT,Eigenvector_mean,0.06726842138498963,0.06784313389192596,-0.0005747125069363312,0.0005747125069363312,Naples
3,MULTINEXT,Strength_mean,117.83018867924528,117.90384615384616,-0.07365747460087846,0.07365747460087846,Naples
4,MULTILAYER,Betweenness_mean,0.04371360739722604,0.02328323993886908,0.020430367458356958,0.020430367458356958,Naples
4,MULTILAYER,Closeness_mean,0.9502280574688262,0.945225473418567,0.005002584050259218,0.005002584050259218,Naples
4,MULTILAYER,Degree_mean,143.0754716981132,142.17307692307693,0.9023947750362709,0.9023947750362709,Naples
4,MULTILAYER,Eigenvector_mean,0.07651846568448709,0.08174700470151303,-0.0052285390170259405,0.0052285390170259405,Naples
4,MULTILAYER,Strength_mean,73.90423683358671,75.76435690386037,-1.8601200702736662,1.8601200702736662,Naples
4,MULTINEXT,Betweenness_mean,0.00036720212329716215,0.0004212301211059811,-5.402799780881897e-05,5.402799780881897e-05,Naples
4,MULTINEXT,Closeness_mean,0.9502280574688262,0.945225473418567,0.005002584050259218,0.005002584050259218,Naples
