edge_idx,source,target,control,ms,delta
1384,67,63,0.2763349,0.28274024,-0.0064053237
97,5,35,0.2764643,0.2828808,-0.0064164996
714,75,0,0.2754048,0.28183392,-0.006429106
909,27,10,0.27283546,0.27927917,-0.006443709
428,22,70,0.28146356,0.28791377,-0.006450206
616,40,67,0.28019214,0.28664476,-0.00645262
184,8,36,0.269904,0.27636164,-0.0064576566
484,26,72,0.2744825,0.28095526,-0.0064727664
497,27,57,0.27088395,0.2774149,-0.0065309405
1057,24,20,0.2728651,0.27940252,-0.0065374374
12,0,45,0.2787186,0.28528082,-0.006562233
751,50,2,0.27404562,0.28061974,-0.006574124
978,71,14,0.27049917,0.2771104,-0.006611228
22,1,40,0.26974347,0.27636072,-0.006617248
394,21,67,0.2719354,0.27855846,-0.0066230595
547,30,61,0.27630818,0.28293592,-0.0066277385
400,22,25,0.2727132,0.27935833,-0.006645113
681,57,63,0.27245584,0.27913338,-0.006677538
924,13,12,0.27372712,0.2804064,-0.0066792667
147,7,17,0.27591965,0.28263256,-0.0067129135
1240,53,30,0.2680548,0.2747733,-0.0067184865
827,52,6,0.2679403,0.27466118,-0.0067208707
24,1,45,0.27844217,0.28517836,-0.006736189
409,22,36,0.2815245,0.2882632,-0.0067386925
425,22,64,0.27031165,0.2770665,-0.0067548454
969,50,14,0.27131474,0.27808413,-0.006769389
915,35,10,0.2726904,0.27946582,-0.006775439
1177,65,26,0.269883,0.27666095,-0.006777942
559,31,65,0.27793616,0.2847428,-0.006806642
465,26,38,0.2766184,0.28346038,-0.0068419874
1270,61,33,0.27324396,0.28011733,-0.006873369
1054,21,20,0.27345684,0.28033918,-0.0068823397
1075,72,20,0.27578446,0.28267285,-0.0068883896
65,3,8,0.2761889,0.28308,-0.0068911016
1003,22,17,0.27465537,0.28157765,-0.006922275
249,12,64,0.2765767,0.28351,-0.0069333017
756,58,2,0.2738314,0.28078115,-0.0069497526
870,12,8,0.26833752,0.27530715,-0.0069696307
469,26,46,0.27277017,0.2797481,-0.0069779456
1106,36,22,0.27308714,0.28009823,-0.0070110857
830,57,6,0.27608436,0.28309873,-0.007014364
689,63,72,0.27190256,0.2789254,-0.007022828
1105,35,22,0.27462617,0.28165102,-0.0070248544
1290,57,35,0.2713724,0.27841827,-0.007045865
57,2,53,0.27430335,0.2813544,-0.0070510507
888,51,8,0.27134883,0.27844372,-0.00709489
785,67,4,0.27474964,0.2819307,-0.007181078
1277,46,34,0.2725868,0.27976865,-0.007181853
261,14,15,0.27104598,0.27823013,-0.007184148
197,8,67,0.26874572,0.27593073,-0.007185012
1202,72,27,0.2716436,0.27885166,-0.0072080493
984,27,15,0.26885784,0.27607217,-0.0072143376
650,49,75,0.27372137,0.2809482,-0.0072268248
500,27,64,0.27301776,0.2802519,-0.0072341263
1134,27,24,0.27303165,0.28026807,-0.007236421
1126,71,22,0.27211183,0.27935106,-0.0072392225
292,15,66,0.26962838,0.27686968,-0.0072413087
1200,70,27,0.27401352,0.28127664,-0.007263124
799,51,5,0.27277535,0.2800387,-0.0072633624
1248,71,30,0.27189434,0.27916345,-0.0072691143
1297,53,38,0.27500486,0.28227603,-0.0072711706
699,15,0,0.26665926,0.27394062,-0.007281363
921,72,10,0.27794266,0.28522807,-0.007285416
640,47,67,0.26823312,0.2755469,-0.007313788
374,20,66,0.2734651,0.28078187,-0.007316768
206,9,35,0.27672824,0.2840723,-0.007344067
426,22,65,0.27586862,0.28321803,-0.0073494017
1272,65,33,0.27276033,0.2801105,-0.0073501766
1163,40,26,0.28206077,0.28943425,-0.007373482
693,65,73,0.2711501,0.2785412,-0.007391095
555,31,47,0.2767881,0.28418988,-0.007401794
553,30,73,0.27232224,0.27974778,-0.0074255466
42,2,12,0.27658165,0.28400823,-0.0074265897
988,64,15,0.26928616,0.27671352,-0.0074273646
451,25,59,0.27068672,0.2781299,-0.0074431896
1139,64,24,0.27320832,0.28065956,-0.0074512362
706,27,0,0.27543756,0.28289735,-0.0074597895
395,21,70,0.27643466,0.2838949,-0.0074602365
410,22,38,0.27441916,0.28192732,-0.0075081587
831,63,6,0.27352196,0.28106517,-0.007543206
100,5,47,0.27431843,0.28187007,-0.0075516403
1016,33,18,0.28378615,0.29137963,-0.0075934827
1130,75,22,0.2724267,0.28003964,-0.0076129436
600,38,53,0.26891336,0.27656567,-0.0076523125
569,33,47,0.27338192,0.28105205,-0.0076701343
1188,47,27,0.2717893,0.27945992,-0.007670611
1085,59,21,0.27313122,0.2808214,-0.0076901913
151,7,23,0.27083522,0.27852982,-0.007694602
1015,32,18,0.2715141,0.27921718,-0.0077030957
617,41,47,0.27671438,0.28447306,-0.007758677
436,23,62,0.2682878,0.27606294,-0.007775128
472,26,51,0.27216917,0.27995425,-0.007785082
1194,57,27,0.26940972,0.27719593,-0.0077862144
623,42,51,0.27279526,0.2806086,-0.007813334
499,27,63,0.26669446,0.27452663,-0.0078321695
611,40,47,0.27538544,0.2832311,-0.00784567
527,28,71,0.27122235,0.27908942,-0.007867068
1124,66,22,0.2709943,0.27894858,-0.00795427
852,33,7,0.27749476,0.285455,-0.00796023
768,12,4,0.27390927,0.28187293,-0.007963657
1300,67,38,0.26836494,0.27633125,-0.00796631
960,24,14,0.27178484,0.27975944,-0.007974595
40,2,7,0.27451977,0.28253803,-0.008018255
338,19,40,0.2688417,0.27687022,-0.008028507
931,31,12,0.27868223,0.28671965,-0.008037418
905,75,9,0.27840304,0.28646567,-0.008062631
