edge_idx,source,target,control,ms,delta
4508,60,26,0.27575886,0.28381598,-0.008057117
810,11,52,0.27594492,0.28400552,-0.008060604
448,6,20,0.27777693,0.28584048,-0.008063555
2195,39,51,0.27569675,0.28376567,-0.008068919
1986,33,73,0.27431718,0.2823863,-0.008069128
5416,68,51,0.27653176,0.28460965,-0.00807789
4759,38,32,0.26884335,0.27692196,-0.008078605
3769,36,13,0.27774167,0.28583124,-0.008089572
2780,63,72,0.2748486,0.2829437,-0.008095086
4053,25,18,0.27663973,0.2847378,-0.008098066
52,0,53,0.27639517,0.28449535,-0.008100182
2074,36,41,0.2766859,0.28481776,-0.008131862
1490,23,42,0.27247784,0.28061315,-0.008135319
5179,51,43,0.27373812,0.2818765,-0.008138388
2063,35,69,0.27311435,0.28125584,-0.008141488
4082,54,18,0.28147405,0.289623,-0.008148938
117,1,44,0.27693734,0.2850985,-0.008161157
3243,34,5,0.2789632,0.28712612,-0.008162916
