Node,Layer,Metric,Control,EM,Delta,Abs_Delta,Cohort
56,MULTILAYER,Betweenness_mean,0.089280353200883,0.04293917941691406,0.04634117378396894,0.04634117378396894,HCB
0,MULTILAYER,Betweenness_mean,0.033077262693156737,0.06531415087158407,-0.032236888178427334,0.032236888178427334,HCB
63,MULTILAYER,Betweenness_mean,0.06578366445916115,0.033564436324883914,0.03221922813427723,0.03221922813427723,HCB
7,MULTILAYER,Betweenness_mean,0.057280353200883,0.028160310573190225,0.02912004262769277,0.02912004262769277,HCB
45,MULTILAYER,Betweenness_mean,0.013501103752759383,0.040673060820583085,-0.0271719570678237,0.0271719570678237,HCB
21,MULTILAYER,Betweenness_mean,0.045050772626931565,0.018280886047042706,0.02676988657988886,0.02676988657988886,HCB
132,MULTILAYER,Betweenness_mean,0.03583222958057395,0.011775900129405497,0.02405632945116845,0.02405632945116845,HCB
38,MULTILAYER,Betweenness_mean,0.05593818984547462,0.03307726269315673,0.02286092715231789,0.02286092715231789,HCB
114,MULTILAYER,Betweenness_mean,0.03890507726269316,0.017581487401994368,0.021323589860698794,0.021323589860698794,HCB
69,MULTILAYER,Betweenness_mean,0.037801324503311265,0.016783131613001448,0.021018192890309817,0.021018192890309817,HCB
108,MULTILAYER,Closeness_mean,0.9618979554928859,0.9690448744047787,-0.007146918911892786,0.007146918911892786,HCB
147,MULTILAYER,Closeness_mean,0.9869281045751634,0.9806878044999486,0.006240300075214811,0.006240300075214811,HCB
149,MULTILAYER,Closeness_mean,0.9869281045751634,0.9807257395380271,0.006202365037136337,0.006202365037136337,HCB
102,MULTILAYER,Closeness_mean,0.9805194805194806,0.9746674477121905,0.005852032807290075,0.005852032807290075,HCB
81,MULTILAYER,Closeness_mean,0.9869281045751634,0.9811107193815282,0.005817385193635283,0.005817385193635283,HCB
73,MULTILAYER,Closeness_mean,0.9862872421695952,0.9805705833522422,0.005716658817352949,0.005716658817352949,HCB
12,MULTILAYER,Closeness_mean,0.9862872421695952,0.9806060922264241,0.005681149943171038,0.005681149943171038,HCB
145,MULTILAYER,Closeness_mean,0.9556962025316456,0.9500697621791142,0.005626440352531348,0.005626440352531348,HCB
78,MULTILAYER,Closeness_mean,0.9556962025316456,0.9501653898486068,0.005530812683038788,0.005530812683038788,HCB
