sub-0011 0.154843 0.161331 0.104574 0.175679 0.153447 0.152961 0.197727 0.146431 0.106419 0.186149 0.111758 0.163360 0.146111 0.155694 0.156194 0.164965 0.149434 0.153890 0.083807 0.151726 0.134869 0.170574 0.130036 0.155727 0.155203 0.185776 0.125331 0.160993 0.148860 0.148072 0.187030 0.350191 0.220347 0.217238 0.369748 0.173408 0.192437 0.300449 0.311951 0.215522 0.210595 0.331097 0.171394 0.163489 0.344812 0.158208 0.136327 0.119617 0.152340 0.160685 0.146368 0.173718 0.153929 0.113996 0.171414 0.124710 0.201157 0.151470 0.141026 0.169029 0.152294 0.159739 0.166919 0.086520 0.146587 0.148278 0.151449 0.136590 0.144492 0.156861 0.181254 0.149298 0.156194 0.131509 0.161731 0.163133 
sub-0012 0.148113 0.138753 0.136007 0.171470 0.142696 0.123252 0.193593 0.140529 0.166903 0.153852 0.132711 0.150718 0.145149 0.142494 0.127610 0.152173 0.144748 0.147341 0.156647 0.125058 0.147241 0.138549 0.130903 0.133458 0.153518 0.157428 0.123972 0.155725 0.135942 0.123413 0.167417 0.360438 0.249332 0.184835 0.408031 0.160166 0.165991 0.205553 0.341308 0.168668 0.193637 0.352495 0.159210 0.153848 0.209119 0.160239 0.136544 0.111037 0.151495 0.168391 0.112881 0.168373 0.138809 0.139398 0.149306 0.147767 0.149331 0.133784 0.134752 0.122591 0.155480 0.153144 0.157614 0.132238 0.121857 0.141844 0.143916 0.121295 0.139042 0.154720 0.156398 0.120505 0.149088 0.131405 0.133737 0.152455 
sub-0013 0.126035 0.121100 0.144319 0.202311 0.157307 0.111604 0.220171 0.123107 0.090962 0.164180 0.104292 0.153951 0.130027 0.152281 0.123006 0.130502 0.135197 0.130135 0.084643 0.111495 0.131172 0.122779 0.137150 0.149640 0.117361 0.130568 0.124999 0.124815 0.129311 0.117783 0.162326 0.421755 0.193675 0.290489 0.360073 0.152500 0.197839 0.187870 0.362486 0.200707 0.218321 0.299607 0.135701 0.152035 0.200152 0.115285 0.100560 0.132570 0.158611 0.175284 0.111007 0.169853 0.133287 0.133824 0.151632 0.130401 0.152915 0.129990 0.109728 0.101206 0.126723 0.154984 0.119489 0.078498 0.116386 0.145263 0.129053 0.141902 0.148479 0.130405 0.123926 0.113170 0.139681 0.115312 0.160147 0.163394 
sub-0014 0.150573 0.147603 0.083840 0.122741 0.124700 0.116466 0.146157 0.150603 0.088501 0.138141 0.105142 0.120641 0.119610 0.120375 0.130086 0.143348 0.123141 0.131996 0.075904 0.131473 0.135753 0.145898 0.138655 0.149915 0.143606 0.151657 0.118213 0.130264 0.134054 0.114180 0.159430 0.344013 0.183986 0.179061 0.259229 0.148269 0.134839 0.225491 0.313177 0.157519 0.163011 0.289622 0.134059 0.119757 0.198796 0.143337 0.136524 0.091686 0.131458 0.119462 0.112359 0.141998 0.157477 0.096829 0.133399 0.113438 0.133932 0.119829 0.120179 0.127935 0.139444 0.136845 0.131403 0.069687 0.130363 0.154328 0.135961 0.139744 0.129002 0.153217 0.148962 0.128716 0.130162 0.126471 0.109392 0.155080 
sub-0015 0.145472 0.103353 0.089860 0.185520 0.139900 0.100837 0.149628 0.115041 0.109207 0.150801 0.130883 0.126038 0.126769 0.156400 0.112106 0.141011 0.147228 0.122283 0.078488 0.101043 0.125205 0.112321 0.111579 0.133016 0.129093 0.119460 0.084271 0.144073 0.111874 0.099025 0.157794 0.352483 0.189585 0.258024 0.347867 0.144820 0.160465 0.208333 0.318648 0.179006 0.209164 0.329069 0.134538 0.169185 0.160940 0.132066 0.119502 0.130091 0.187433 0.143766 0.096141 0.142146 0.127603 0.112849 0.144582 0.179513 0.128022 0.119381 0.171302 0.104711 0.129005 0.140206 0.124713 0.084089 0.096946 0.129962 0.101893 0.103130 0.143077 0.127829 0.120500 0.088487 0.130076 0.094067 0.121015 0.133004 
sub-0016 0.147791 0.187678 0.149363 0.200596 0.183191 0.108563 0.201287 0.157589 0.103952 0.196498 0.153046 0.166932 0.138147 0.159595 0.129612 0.134700 0.165817 0.174039 0.084659 0.137763 0.145401 0.182916 0.137037 0.147640 0.154322 0.162453 0.109144 0.135612 0.137339 0.103086 0.159484 0.386806 0.253542 0.270616 0.598545 0.139360 0.170516 0.274080 0.360833 0.188020 0.221086 0.485014 0.124668 0.146471 0.206160 0.149722 0.148766 0.193410 0.157077 0.157485 0.133081 0.233863 0.159701 0.209017 0.154771 0.316186 0.167226 0.145087 0.136181 0.154762 0.124367 0.163039 0.120634 0.130916 0.132961 0.161058 0.151942 0.141868 0.145051 0.145219 0.170819 0.125263 0.140942 0.150574 0.116492 0.136383 
sub-0017 0.155670 0.147366 0.110147 0.220426 0.151946 0.125432 0.196638 0.147995 0.119776 0.154407 0.116972 0.148580 0.139533 0.142805 0.178839 0.155987 0.146671 0.140447 0.098003 0.143992 0.150142 0.158787 0.133742 0.141163 0.155164 0.178638 0.127795 0.154231 0.135036 0.140889 0.186828 0.347045 0.229098 0.214936 0.451923 0.166644 0.209000 0.194050 0.314744 0.207024 0.190615 0.363088 0.159019 0.171889 0.217696 0.160182 0.157599 0.114984 0.190429 0.162367 0.131871 0.185330 0.145418 0.134009 0.154370 0.147785 0.157713 0.145142 0.133686 0.143569 0.159283 0.140114 0.140741 0.090326 0.145279 0.140892 0.147741 0.135404 0.153791 0.164730 0.178236 0.137922 0.160297 0.143632 0.170351 0.169931 
sub-0018 0.129914 0.118155 0.098350 0.215045 0.152806 0.106733 0.211988 0.128743 0.138338 0.191695 0.107424 0.232860 0.126156 0.130794 0.101426 0.149654 0.132653 0.124047 0.093367 0.119442 0.122998 0.114399 0.099546 0.143604 0.116268 0.115645 0.088121 0.121547 0.119090 0.136036 0.168204 0.189678 0.194015 0.245772 0.409448 0.154607 0.161167 0.211907 0.160009 0.145544 0.216974 0.420896 0.176475 0.159170 0.202661 0.128727 0.105980 0.124116 0.278035 0.166898 0.101577 0.188069 0.106664 0.142933 0.170538 0.168844 0.173561 0.117151 0.174170 0.102732 0.118742 0.148322 0.104761 0.070614 0.115862 0.114224 0.116697 0.093790 0.135099 0.106256 0.122506 0.085749 0.126902 0.103791 0.117549 0.148219 
sub-0019 0.168830 0.160248 0.103643 0.178762 0.153496 0.115054 0.190166 0.157685 0.111896 0.181063 0.116433 0.190332 0.148142 0.136412 0.138198 0.159412 0.162086 0.154608 0.093327 0.138667 0.138661 0.165485 0.124950 0.166043 0.154778 0.181629 0.125951 0.154352 0.127999 0.151937 0.186188 0.334358 0.201019 0.189849 0.344344 0.168730 0.185428 0.219587 0.314025 0.203972 0.185850 0.294096 0.175415 0.164373 0.215356 0.152849 0.178462 0.108823 0.164048 0.160640 0.124641 0.190144 0.153934 0.114608 0.187868 0.129302 0.174611 0.140596 0.132960 0.159062 0.158613 0.172643 0.160379 0.096056 0.146319 0.136193 0.149414 0.130458 0.151360 0.158124 0.184538 0.124377 0.157331 0.137515 0.149528 0.174087 
sub-0020 0.171938 0.141736 0.105588 0.187646 0.157758 0.139795 0.201385 0.163043 0.129122 0.197431 0.127267 0.203388 0.141208 0.180723 0.223904 0.149162 0.168688 0.150472 0.125244 0.146849 0.187111 0.153858 0.183936 0.146424 0.142557 0.162316 0.165037 0.148537 0.144576 0.150842 0.189141 0.363933 0.168168 0.194925 0.361497 0.170816 0.177315 0.265036 0.333238 0.173619 0.195355 0.394083 0.166736 0.176629 0.238625 0.175791 0.151130 0.127016 0.197621 0.170713 0.140295 0.179560 0.173760 0.162054 0.183134 0.151323 0.199512 0.148697 0.173203 0.199925 0.150695 0.183772 0.150676 0.117418 0.135315 0.186610 0.145887 0.158676 0.163338 0.142989 0.175395 0.174148 0.156509 0.157915 0.160711 0.167668 
sub-0021 0.142706 0.141961 0.112807 0.187773 0.148770 0.124675 0.215494 0.146494 0.115805 0.172537 0.127452 0.158019 0.151985 0.135761 0.136642 0.143666 0.150785 0.154848 0.087763 0.131775 0.121741 0.139855 0.118283 0.148059 0.160325 0.158840 0.135113 0.160377 0.142368 0.174723 0.196873 0.346053 0.217803 0.228091 0.380168 0.167866 0.158238 0.243036 0.311110 0.163087 0.189878 0.320112 0.158925 0.154036 0.196302 0.136683 0.148541 0.116425 0.158282 0.156419 0.117416 0.209361 0.142411 0.111851 0.160525 0.144279 0.165270 0.140502 0.145267 0.133433 0.145904 0.125902 0.156112 0.072811 0.126559 0.130397 0.135408 0.108877 0.166993 0.141584 0.158664 0.119558 0.157453 0.128056 0.137762 0.166906 
sub-0022 0.162230 0.123034 0.104117 0.228182 0.164560 0.133927 0.240674 0.150338 0.108058 0.157435 0.116716 0.162479 0.152537 0.157028 0.154844 0.152694 0.145010 0.162255 0.079440 0.143463 0.146863 0.169284 0.135685 0.124588 0.142382 0.157611 0.126508 0.158866 0.136872 0.119546 0.181030 0.376902 0.253990 0.229328 0.462186 0.167772 0.193565 0.288929 0.343532 0.203374 0.206191 0.373007 0.167140 0.172771 0.283071 0.151175 0.139026 0.099411 0.206127 0.182625 0.133092 0.188775 0.174045 0.109745 0.150423 0.118627 0.159370 0.141956 0.161368 0.150404 0.153415 0.143170 0.146290 0.086074 0.126493 0.137341 0.148413 0.134535 0.143533 0.138818 0.161254 0.142542 0.158187 0.129031 0.140831 0.161049 
sub-0023 0.178528 0.182865 0.114142 0.177234 0.152153 0.139603 0.185177 0.151142 0.122652 0.191502 0.122646 0.185302 0.145501 0.152521 0.184839 0.158437 0.190404 0.135617 0.110168 0.153178 0.159879 0.160648 0.127060 0.183907 0.159899 0.179658 0.130710 0.168407 0.149339 0.158211 0.178712 0.358655 0.183528 0.195364 0.298426 0.160265 0.157384 0.252408 0.353181 0.166241 0.189260 0.317084 0.164273 0.139845 0.203606 0.158261 0.169442 0.102878 0.167258 0.168351 0.132321 0.198781 0.156155 0.129325 0.173731 0.121463 0.174634 0.154324 0.146642 0.168322 0.142369 0.164886 0.150375 0.097339 0.136763 0.160197 0.155716 0.135084 0.157775 0.165147 0.178963 0.125083 0.164949 0.147253 0.156650 0.170799 
sub-0024 0.170844 0.162611 0.110645 0.194518 0.159870 0.133590 0.235325 0.158847 0.113361 0.209109 0.140916 0.189500 0.157644 0.161864 0.162633 0.160976 0.170408 0.179931 0.101972 0.150191 0.156045 0.162453 0.154413 0.178474 0.162679 0.176736 0.142492 0.179349 0.148469 0.140308 0.206385 0.305442 0.173745 0.159555 0.314388 0.178300 0.178854 0.244601 0.293170 0.182753 0.156330 0.327183 0.173061 0.170822 0.314046 0.164912 0.144283 0.120780 0.188214 0.164567 0.145221 0.202844 0.165991 0.129082 0.183370 0.135333 0.188142 0.167791 0.140201 0.139724 0.153892 0.166738 0.152314 0.099859 0.142218 0.149295 0.141508 0.142852 0.160763 0.152808 0.171126 0.141227 0.170942 0.155112 0.154360 0.182168 
sub-0025 0.167751 0.136040 0.132525 0.164243 0.129977 0.136303 0.155957 0.149564 0.103105 0.159821 0.122280 0.166409 0.135307 0.139939 0.140819 0.118269 0.163874 0.140054 0.095757 0.120951 0.135226 0.126320 0.147862 0.158869 0.122595 0.156597 0.138313 0.133473 0.137250 0.134180 0.163685 0.326356 0.174183 0.184786 0.301414 0.134430 0.166672 0.263445 0.307954 0.166096 0.197640 0.270198 0.140421 0.145510 0.279616 0.163240 0.131820 0.124973 0.165106 0.146003 0.135412 0.144587 0.142668 0.113120 0.176564 0.150707 0.175569 0.127670 0.175957 0.164583 0.123315 0.150600 0.123398 0.084592 0.119729 0.134134 0.131272 0.128117 0.154408 0.128673 0.163443 0.139773 0.142214 0.137437 0.106327 0.153948 
sub-0026 0.185778 0.216451 0.104802 0.173915 0.156040 0.139623 0.181606 0.136897 0.118271 0.190428 0.138068 0.197079 0.148149 0.137883 0.183871 0.205257 0.152518 0.193423 0.086350 0.155151 0.150416 0.199751 0.129155 0.147508 0.212350 0.199412 0.133646 0.179366 0.148343 0.178093 0.216126 0.370759 0.226482 0.178197 0.329890 0.139969 0.162513 0.176402 0.345632 0.182823 0.163136 0.341768 0.146800 0.151540 0.201502 0.186359 0.187075 0.162212 0.162663 0.155650 0.137126 0.171569 0.146793 0.138411 0.178398 0.147933 0.174501 0.155357 0.138848 0.178926 0.161437 0.175643 0.200510 0.078043 0.142984 0.149818 0.173362 0.119253 0.128337 0.212795 0.202794 0.138992 0.177942 0.156099 0.154664 0.184402 
sub-0027 0.141029 0.166098 0.103055 0.187659 0.151406 0.127590 0.205449 0.147345 0.104350 0.174505 0.117897 0.189714 0.145788 0.141695 0.184254 0.154672 0.157531 0.151121 0.093341 0.136377 0.153469 0.168435 0.127614 0.159164 0.178003 0.194181 0.128805 0.166100 0.138474 0.146293 0.183974 0.374201 0.276227 0.248604 0.416055 0.186530 0.198983 0.273214 0.337849 0.219347 0.222583 0.327393 0.169272 0.172189 0.332748 0.191703 0.176090 0.089455 0.167798 0.160001 0.141124 0.178276 0.145652 0.117406 0.178843 0.128159 0.208697 0.143425 0.136519 0.186692 0.145865 0.176395 0.204758 0.090557 0.168720 0.144222 0.175647 0.126635 0.181170 0.180515 0.206368 0.153110 0.178516 0.149020 0.142519 0.175795 
sub-0028 0.156681 0.188286 0.115919 0.194407 0.145847 0.114944 0.178489 0.145910 0.110341 0.172730 0.130146 0.177272 0.158345 0.136593 0.158331 0.191274 0.189585 0.196913 0.126829 0.133054 0.164452 0.189824 0.122804 0.172994 0.194590 0.186920 0.126079 0.173721 0.156380 0.152082 0.212599 0.393584 0.313285 0.274160 0.443067 0.136736 0.191945 0.232942 0.319887 0.221817 0.210985 0.295410 0.132394 0.168767 0.231707 0.181192 0.152670 0.140223 0.185887 0.144800 0.125717 0.172471 0.145127 0.123643 0.167261 0.126473 0.153723 0.139272 0.139237 0.156633 0.175196 0.153439 0.181225 0.110628 0.141601 0.134868 0.150663 0.120761 0.167762 0.184669 0.177358 0.127324 0.164746 0.154190 0.159819 0.200133 
sub-0029 0.123260 0.152259 0.080531 0.168455 0.143558 0.093156 0.194153 0.145509 0.095062 0.187304 0.111779 0.158651 0.138647 0.121431 0.163287 0.150641 0.142370 0.153276 0.082752 0.123786 0.123857 0.150709 0.094391 0.155655 0.145924 0.146424 0.100214 0.144248 0.120229 0.118673 0.178474 0.328449 0.172498 0.170600 0.309942 0.174573 0.170881 0.284802 0.301896 0.188365 0.166660 0.282761 0.153016 0.151852 0.332815 0.139589 0.131732 0.092523 0.162180 0.157475 0.106687 0.191874 0.130871 0.101515 0.183424 0.111257 0.169872 0.140315 0.135664 0.139679 0.127877 0.132402 0.126426 0.087987 0.112929 0.114892 0.145634 0.100613 0.131219 0.136541 0.140672 0.100300 0.148360 0.110389 0.158271 0.139104 
sub-0030 0.173699 0.141675 0.099456 0.229964 0.153617 0.127251 0.199174 0.130748 0.108514 0.195472 0.112499 0.190545 0.133059 0.164597 0.158885 0.155061 0.174409 0.140282 0.080009 0.131156 0.159256 0.154577 0.130301 0.165023 0.148835 0.199363 0.128973 0.169791 0.141599 0.172770 0.196377 0.432918 0.307340 0.354343 0.414439 0.159421 0.190662 0.254578 0.424682 0.316545 0.301972 0.360610 0.145750 0.156785 0.252292 0.209040 0.174050 0.184805 0.232473 0.151311 0.139208 0.199080 0.145961 0.113585 0.166804 0.153884 0.196852 0.147941 0.145978 0.115694 0.172289 0.200484 0.168690 0.088709 0.159900 0.141794 0.208122 0.129983 0.162653 0.173906 0.181203 0.169459 0.174714 0.165078 0.136537 0.180929 
sub-0031 0.133671 0.139030 0.139651 0.218239 0.153140 0.123106 0.214149 0.183675 0.131000 0.156917 0.157916 0.175464 0.142359 0.174907 0.147470 0.143901 0.147723 0.157905 0.095445 0.125412 0.151515 0.125524 0.152655 0.155115 0.140205 0.144274 0.126502 0.149131 0.129770 0.108877 0.182739 0.318361 0.174103 0.200675 0.356766 0.158351 0.195738 0.243446 0.300607 0.170649 0.166473 0.277467 0.147197 0.177184 0.251565 0.144711 0.109108 0.126957 0.164724 0.168758 0.132557 0.204048 0.169792 0.135933 0.145705 0.156517 0.143412 0.141746 0.155196 0.153330 0.136938 0.165692 0.136580 0.100963 0.123503 0.151148 0.134882 0.156395 0.137773 0.144623 0.145815 0.133171 0.142338 0.127566 0.133347 0.152456 
sub-0032 0.156981 0.173577 0.107666 0.204387 0.161241 0.124588 0.194487 0.137437 0.096890 0.174476 0.133597 0.182062 0.145933 0.132668 0.162826 0.172601 0.135610 0.170577 0.101011 0.135805 0.133738 0.159976 0.126490 0.133711 0.192325 0.188184 0.127682 0.159967 0.153427 0.149091 0.186764 0.375175 0.192489 0.225909 0.333465 0.131293 0.160151 0.287023 0.352497 0.196140 0.209477 0.302592 0.136823 0.147865 0.312361 0.161525 0.198312 0.093970 0.157337 0.163137 0.133671 0.200246 0.153434 0.113602 0.173772 0.130128 0.179981 0.154354 0.150961 0.148730 0.147309 0.135228 0.188930 0.095872 0.133439 0.129384 0.172486 0.120612 0.146755 0.172227 0.182979 0.146263 0.169256 0.133862 0.160405 0.160714 
sub-0033 0.155872 0.134473 0.096416 0.189391 0.153850 0.121688 0.210814 0.124591 0.136194 0.181133 0.124884 0.169869 0.140873 0.151572 0.150092 0.167256 0.175383 0.148478 0.093012 0.133853 0.146324 0.157790 0.131019 0.181861 0.138196 0.162766 0.117808 0.144668 0.143149 0.131233 0.191390 0.328077 0.199652 0.193359 0.415926 0.168467 0.174538 0.211758 0.311602 0.174592 0.179723 0.328868 0.152640 0.161572 0.225778 0.176663 0.122446 0.120639 0.177203 0.156370 0.129460 0.178235 0.144616 0.145573 0.197667 0.130708 0.172901 0.149498 0.151171 0.172626 0.149952 0.163635 0.146786 0.081464 0.124236 0.151833 0.134633 0.138098 0.150352 0.142508 0.175443 0.118402 0.149122 0.137407 0.132624 0.172720 
sub-0034 0.164990 0.162212 0.106101 0.199931 0.163600 0.127179 0.201384 0.170563 0.120541 0.171442 0.153028 0.168351 0.144802 0.171329 0.163549 0.166909 0.137470 0.163888 0.087043 0.135442 0.165607 0.174847 0.151057 0.167743 0.176721 0.177863 0.144793 0.166056 0.138856 0.135403 0.178271 0.369636 0.233395 0.226607 0.366228 0.161480 0.183289 0.214683 0.320229 0.201704 0.199016 0.343214 0.164385 0.178508 0.265663 0.191101 0.161683 0.154931 0.184064 0.168202 0.125608 0.203019 0.166848 0.134312 0.175043 0.174898 0.163525 0.155421 0.143859 0.135453 0.153470 0.145530 0.160095 0.125381 0.134187 0.165736 0.153553 0.145766 0.173805 0.170002 0.185141 0.159446 0.158562 0.152897 0.135006 0.166216 
sub-0035 0.197755 0.148681 0.120961 0.162198 0.149675 0.120871 0.200750 0.154220 0.130138 0.185041 0.112107 0.152925 0.141435 0.135006 0.183422 0.162130 0.153310 0.214083 0.073327 0.140364 0.180389 0.179803 0.130911 0.150044 0.190253 0.159492 0.144849 0.151516 0.144525 0.145338 0.196520 0.373724 0.337760 0.254471 0.383741 0.132674 0.146950 0.232408 0.353886 0.259159 0.208523 0.300782 0.121695 0.133920 0.281453 0.185830 0.141419 0.123837 0.175433 0.149000 0.133723 0.177681 0.143653 0.153876 0.149520 0.175887 0.166598 0.142929 0.150328 0.149004 0.138072 0.147254 0.147460 0.083048 0.142870 0.153892 0.157502 0.140465 0.125775 0.183602 0.159876 0.131966 0.149449 0.141449 0.121226 0.168848 
sub-0036 0.158443 0.150533 0.098633 0.179488 0.170888 0.139422 0.245793 0.167152 0.118568 0.186107 0.118424 0.191238 0.158756 0.154909 0.181348 0.139834 0.157880 0.144124 0.091893 0.140440 0.149204 0.146515 0.140081 0.172487 0.140267 0.169380 0.148334 0.160808 0.136812 0.139997 0.196830 0.343770 0.181510 0.201211 0.413469 0.188082 0.247325 0.257018 0.321367 0.191994 0.186916 0.354855 0.185427 0.187390 0.262503 0.163234 0.157786 0.116064 0.184711 0.201605 0.125431 0.195483 0.157434 0.128266 0.188223 0.142881 0.202634 0.154574 0.147772 0.151112 0.169382 0.156448 0.176115 0.082423 0.139465 0.146526 0.136965 0.142456 0.152213 0.165200 0.174893 0.151490 0.171522 0.135481 0.152201 0.185678 
