Node,Group,Layer,Metric,Value
18,Control,rsfMRI,Degree_std,1.4142135623730945
18,EM,FA,Degree_std,1.696796621267957
18,EM,GM,Degree_std,0.8073536544610663
18,EM,rsfMRI,Degree_std,2.108457699298661
19,Control,FA,Degree_std,0.2357022603955178
19,Control,GM,Degree_std,0.4830458915396448
19,Control,rsfMRI,Degree_std,0.38348249442368676
19,EM,FA,Degree_std,2.2269035939748805
19,EM,GM,Degree_std,0.8003830500578598
19,EM,rsfMRI,Degree_std,1.8147701795537914
20,Control,FA,Degree_std,0.0
20,Control,GM,Degree_std,0.5163977794943239
20,Control,rsfMRI,Degree_std,1.2485285456935962
20,EM,FA,Degree_std,2.336369125300017
20,EM,GM,Degree_std,0.9580271874816618
20,EM,rsfMRI,Degree_std,1.4528674250561457
21,Control,FA,Degree_std,0.235702260395516
21,Control,GM,Degree_std,0.8755950357709159
21,Control,rsfMRI,Degree_std,0.4277926319464978
21,EM,FA,Degree_std,2.624979474468193
21,EM,GM,Degree_std,0.8406004969081965
21,EM,rsfMRI,Degree_std,1.6588032892692308
22,Control,FA,Degree_std,0.47140452079103407
22,Control,GM,Degree_std,0.9718253158075499
