Node,Layer,Metric,Control,EM,Diff_EM_minus_Control
2,rsfMRI,Closeness_std,0.0108263956630613,0.0191042387290402,0.0082778430659789
2,rsfMRI,Degree_mean,74.66666666666667,74.52413793103449,-0.14252873563218316
2,rsfMRI,Degree_std,0.8401680504168053,1.6290878438761789,0.7889197934593736
2,rsfMRI,Eigenvector_mean,0.1150898562613087,0.1166712393248972,0.0015813830635885012
2,rsfMRI,Eigenvector_std,0.0109314121507289,0.010998182701427,6.677055069810069e-05
2,rsfMRI,Strength_mean,43.18118437142425,43.43854808692099,0.2573637154967372
2,rsfMRI,Strength_std,8.814425083478223,6.811465264469176,-2.002959819009047
3,FA,Betweenness_mean,0.0369969969969969,0.0289033861447654,-0.008093610852231498
3,FA,Betweenness_std,0.0240625375797479,0.0281867274174657,0.004124189837717798
3,FA,Closeness_mean,0.7794693263903499,0.7784983486622856,-0.000970977728064315
3,FA,Closeness_std,0.0043849386326325,0.0058407695817282,0.0014558309490957004
3,FA,Degree_mean,53.77777777777778,53.6551724137931,-0.12260536398467536
3,FA,Degree_std,0.5483188805533165,0.7395504485161127,0.19123156796279628
3,FA,Eigenvector_mean,0.0749011437784697,0.0767036811422619,0.0018025373637922115
3,FA,Eigenvector_std,0.0075431909927131,0.008892540314672,0.0013493493219588993
3,FA,Strength_mean,23.81816428711764,24.30258915192062,0.48442486480298186
3,FA,Strength_std,1.6324687489091194,2.5332082325980063,0.9007394836888869
3,GM,Betweenness_mean,0.0107027027027027,0.0248474681578129,0.0141447654551102
3,GM,Betweenness_std,0.0160916582112133,0.0557468556240986,0.0396551974128853
3,GM,Closeness_mean,0.9986842105263156,0.9936657647367956,-0.005018445789520043
3,GM,Closeness_std,0.0041608916581162,0.0193515829187682,0.015190691260652
3,GM,Degree_mean,74.9,74.48965517241379,-0.41034482758621493
3,GM,Degree_std,0.3162277660168376,1.6713153559867415,1.355087589969904
3,GM,Eigenvector_mean,0.123339295626878,0.1247546501737743,0.0014153545468962997
3,GM,Eigenvector_std,0.044296255283019,0.0341484247132058,-0.0101478305698132
3,GM,Strength_mean,32.51751649436588,31.66637203575217,-0.8511444586137102
3,GM,Strength_std,13.490148414221348,10.37825571620336,-3.1118926980179875
3,rsfMRI,Betweenness_mean,0.0166566566566566,0.0327455731593662,0.0160889165027096
3,rsfMRI,Betweenness_std,0.0430118443244592,0.0704836504540451,0.0274718061295859
3,rsfMRI,Closeness_mean,0.9992690058479532,0.9936662875787138,-0.005602718269239415
3,rsfMRI,Closeness_std,0.0031013455315199,0.0196451309397025,0.0165437854081826
3,rsfMRI,Degree_mean,74.94444444444444,74.48965517241379,-0.4547892720306521
3,rsfMRI,Degree_std,0.2357022603955156,1.6461961261720186,1.410493865776503
3,rsfMRI,Eigenvector_mean,0.1035604120333546,0.1032638878589473,-0.0002965241744073005
3,rsfMRI,Eigenvector_std,0.0153104360095364,0.020613215426405,0.005302779416868599
3,rsfMRI,Strength_mean,39.02199568417534,39.15541405260485,0.13341836842950983
3,rsfMRI,Strength_std,6.189182004241874,7.826184693815562,1.6370026895736878
4,FA,Betweenness_mean,0.0069869869869869,0.0101621621621621,0.0031751751751752004
4,FA,Betweenness_std,0.0152638626410824,0.025560922286481,0.010297059645398598
4,FA,Closeness_mean,0.9140219414242337,0.9096708872233932,-0.004351054200840476
4,FA,Closeness_std,0.002597365490694,0.0119519988507644,0.0093546333600704
4,FA,Degree_mean,67.94444444444444,67.53793103448275,-0.40651340996168983
4,FA,Degree_std,0.2357022603955182,1.1243559246122763,0.8886536642167581
4,FA,Eigenvector_mean,0.1093449857269435,0.1086123693640031,-0.0007326163629403915
4,FA,Eigenvector_std,0.0077015937329899,0.0092887006228597,0.0015871068898697998
4,FA,Strength_mean,35.40262588909354,35.09141742955334,-0.3112084595402038
4,FA,Strength_std,3.847892815960578,5.260764488037467,1.4128716720768892
4,GM,Betweenness_mean,0.0125405405405405,0.0165641503572538,0.004023609816713299
4,GM,Betweenness_std,0.0104756866257325,0.0365339330846349,0.026058246458902402
4,GM,Closeness_mean,0.9897077273159886,0.9940649731354442,0.004357245819455624
4,GM,Closeness_std,0.016750765684528,0.0134015544077134,-0.0033492112768146003
4,GM,Degree_mean,74.2,74.53793103448275,0.3379310344827502
4,GM,Degree_std,1.3165611772087678,1.0673219969675156,-0.24923918024125213
4,GM,Eigenvector_mean,0.1219137921570813,0.1214947814366319,-0.0004190107204494059
4,GM,Eigenvector_std,0.0193936506384422,0.0252709254195429,0.0058772747811007
4,GM,Strength_mean,30.2576899491176,30.60828706577589,0.35059711665828885
4,GM,Strength_std,7.225637415183352,9.579878404833332,2.3542409896499805
4,rsfMRI,Betweenness_mean,0.0032032032032032,0.0139720410065237,0.0107688378033205
4,rsfMRI,Betweenness_std,0.0098175696056228,0.0460086471777239,0.0361910775721011
4,rsfMRI,Closeness_mean,0.9985569985569984,0.9938396968480664,-0.004717301708932031
4,rsfMRI,Closeness_std,0.0061221366336497,0.0214158875132885,0.015293750879638801
4,rsfMRI,Degree_mean,74.88888888888889,74.49655172413793,-0.3923371647509555
4,rsfMRI,Degree_std,0.4714045207910309,1.8032537641527373,1.3318492433617064
4,rsfMRI,Eigenvector_mean,0.1153375309694517,0.1157011130433166,0.0003635820738649015
4,rsfMRI,Eigenvector_std,0.0168093545059328,0.0167626639393439,-4.6690566588902804e-05
4,rsfMRI,Strength_mean,43.46626527584779,43.48308318211097,0.016817906263177917
4,rsfMRI,Strength_std,8.395931829495467,8.139802152169857,-0.2561296773256103
5,FA,Betweenness_mean,0.0048248248248248,0.0104131717924821,0.0055883469676573
5,FA,Betweenness_std,0.0098983515107441,0.0478762078058061,0.037977856295062
5,FA,Closeness_mean,0.986842105263158,0.9810102304250156,-0.0058318748381424035
5,FA,Closeness_std,0.0,0.0251087356696843,0.0251087356696843
5,FA,Degree_mean,74.0,73.48965517241379,-0.5103448275862092
5,FA,Degree_std,0.0,2.306745065440667,2.306745065440667
5,FA,Eigenvector_mean,0.1253200795095211,0.1231382334827646,-0.002181846026756487
5,FA,Eigenvector_std,0.0107641087244511,0.013084715616963,0.0023206068925119006
5,FA,Strength_mean,41.31602650267316,40.64300517175175,-0.6730213309214079
5,FA,Strength_std,7.609631646285844,8.864077405246942,1.254445758961098
5,GM,Betweenness_mean,0.005009009009009,0.0228990369680024,0.0178900279589934
5,GM,Betweenness_std,0.0095061244699653,0.0471296419236469,0.0376235174536816
5,GM,Closeness_mean,0.9973684210526316,0.993524362591557,-0.0038440584610746065
5,GM,Closeness_std,0.005547855544155,0.0135306476965558,0.007982792152400801
5,GM,Degree_mean,74.8,74.49655172413793,-0.3034482758620669
5,GM,Degree_std,0.4216370213557811,1.080921275855788,0.6592842545000068
5,GM,Eigenvector_mean,0.1147279878289209,0.1101327828662828,-0.0045952049626381
5,GM,Eigenvector_std,0.0268374964452144,0.025997647061808,-0.0008398493834064005
5,GM,Strength_mean,28.88028194309849,27.86777086791797,-1.0125110751805195
5,GM,Strength_std,8.404402833834755,8.391004277622498,-0.013398556212257162
5,rsfMRI,Betweenness_mean,0.0203803803803803,0.0090611991301646,-0.0113191812502157
5,rsfMRI,Betweenness_std,0.0533641501684063,0.0313356990172292,-0.022028451151177103
5,rsfMRI,Closeness_mean,0.9924522652011556,0.9945021960104068,0.002049930809251199
5,rsfMRI,Closeness_std,0.0227313387072204,0.01805085588487,-0.004680482822350399
5,rsfMRI,Degree_mean,74.38888888888889,74.55862068965517,0.1697318007662858
5,rsfMRI,Degree_std,1.8830166313622732,1.4854659859459252,-0.397550645416348
5,rsfMRI,Eigenvector_mean,0.1148910901969368,0.1196467353948215,0.0047556451978846975
5,rsfMRI,Eigenvector_std,0.0133800966859817,0.010800897136977,-0.0025791995490047
5,rsfMRI,Strength_mean,43.25750852788073,44.69873095333999,1.4412224254592587
5,rsfMRI,Strength_std,9.171530401359938,6.783560456099173,-2.387969945260765
6,FA,Betweenness_mean,0.0037037037037037,0.0085840323081702,0.004880328604466499
6,FA,Betweenness_std,0.0030497683503081,0.0234424989303481,0.02039273058004
6,FA,Closeness_mean,0.9608622741534134,0.9559031184569716,-0.004959155696441786
6,FA,Closeness_std,0.002868820111922,0.0178189369597199,0.0149501168477979
6,FA,Degree_mean,71.94444444444444,71.51034482758621,-0.4340996168582336
6,FA,Degree_std,0.2357022603955182,1.6120950886075722,1.376392828212054
6,FA,Eigenvector_mean,0.1168603792697766,0.116715550042016,-0.00014482922776060114
6,FA,Eigenvector_std,0.0070325737156223,0.008568041357842,0.0015354676422196989
6,FA,Strength_mean,38.29335022329512,38.01442214038321,-0.27892808291191074
6,FA,Strength_std,5.490309017661643,6.077227065206781,0.5869180475451383
6,GM,Betweenness_mean,0.0056576576576576,0.0159204721963342,0.0102628145386766
6,GM,Betweenness_std,0.0085396028425565,0.035235622042335,0.026696019199778497
6,GM,Closeness_mean,0.9948051948051948,0.993894918897878,-0.0009102759073168487
6,GM,Closeness_std,0.010951610944306,0.0181805211507199,0.0072289102064139
6,GM,Degree_mean,74.6,74.51034482758621,-0.08965517241378507
6,GM,Degree_std,0.8432740427115681,1.5991197291153592,0.755845686403791
6,GM,Eigenvector_mean,0.1315175401794406,0.128639607956097,-0.0028779322233435933
6,GM,Eigenvector_std,0.0216957784589591,0.0214965426124233,-0.0001992358465357988
6,GM,Strength_mean,32.74736374566119,32.33195239693534,-0.41541134872584706
6,GM,Strength_std,7.704806787400622,8.713792283595918,1.0089854961952964
6,rsfMRI,Betweenness_mean,0.0051851851851851,0.0104653619136377,0.0052801767284526
6,rsfMRI,Betweenness_std,0.0201264098877988,0.0302319898285989,0.010105579940800097
