Node,Layer,Metric,Control,EM,Delta,Abs_Delta,Cohort
104,MULTINEXT,Closeness_mean,0.9842788425796554,0.9727871335749435,0.011491709004711859,0.011491709004711859,Naples
106,MULTINEXT,Closeness_mean,0.9780251623938991,0.9668181889895642,0.011206973404334963,0.011206973404334963,Naples
83,MULTINEXT,Closeness_mean,0.9715146250116174,0.9605671082668483,0.010947516744769126,0.010947516744769126,Naples
15,MULTINEXT,Closeness_mean,0.9247894183357492,0.9140074591663125,0.010781959169436695,0.010781959169436695,Naples
71,MULTINEXT,Closeness_mean,0.9836834674972083,0.9730022918654431,0.010681175631765183,0.010681175631765183,Naples
88,MULTINEXT,Closeness_mean,0.9835822742269656,0.9731077502703654,0.010474523956600201,0.010474523956600201,Naples
60,MULTINEXT,Closeness_mean,0.9358194185187473,0.9253657588518127,0.010453659666934567,0.010453659666934567,Naples
149,MULTINEXT,Closeness_mean,0.9834599698330129,0.9730564237937772,0.010403546039235656,0.010403546039235656,Naples
66,MULTINEXT,Closeness_mean,0.9774268461230327,0.9670609078359209,0.010365938287111742,0.010365938287111742,Naples
62,MULTINEXT,Closeness_mean,0.9190509265443148,0.9087948276378295,0.010256098906485267,0.010256098906485267,Naples
15,MULTINEXT,Degree_mean,138.71698113207546,136.6153846153846,2.1015965166908472,2.1015965166908472,Naples
106,MULTINEXT,Degree_mean,147.60377358490567,145.55769230769232,2.0460812772133465,2.0460812772133465,Naples
62,MULTINEXT,Degree_mean,137.69811320754718,135.65384615384616,2.04426705370102,2.04426705370102,Naples
104,MULTINEXT,Degree_mean,148.58490566037736,146.55769230769232,2.027213352685038,2.027213352685038,Naples
60,MULTINEXT,Degree_mean,140.64150943396226,138.65384615384616,1.9876632801160952,1.9876632801160952,Naples
83,MULTINEXT,Degree_mean,146.56603773584905,144.6153846153846,1.9506531204644375,1.9506531204644375,Naples
66,MULTINEXT,Degree_mean,147.50943396226415,145.65384615384616,1.8555878084179938,1.8555878084179938,Naples
71,MULTINEXT,Degree_mean,148.49056603773585,146.65384615384616,1.8367198838896854,1.8367198838896854,Naples
88,MULTINEXT,Degree_mean,148.47169811320754,146.67307692307693,1.7986211901306035,1.7986211901306035,Naples
126,MULTINEXT,Degree_mean,149.45283018867926,147.67307692307693,1.7797532656023236,1.7797532656023236,Naples
44,MULTINEXT,Eigenvector_mean,0.08158258542396857,0.08227110165539887,-0.0006885162314303056,0.0006885162314303056,Naples
119,MULTINEXT,Eigenvector_mean,0.07561813647391097,0.07629388640912285,-0.0006757499352118834,0.0006757499352118834,Naples
58,MULTINEXT,Eigenvector_mean,0.07266561163607542,0.0733175434304361,-0.0006519317943606828,0.0006519317943606828,Naples
56,MULTINEXT,Eigenvector_mean,0.082593286245358,0.08323617543462605,-0.0006428891892680533,0.0006428891892680533,Naples
41,MULTINEXT,Eigenvector_mean,0.08320678517978419,0.08384642300117472,-0.0006396378213905235,0.0006396378213905235,Naples
48,MULTINEXT,Eigenvector_mean,0.06154325097189202,0.062177578904078316,-0.0006343279321862974,0.0006343279321862974,Naples
15,MULTINEXT,Eigenvector_mean,0.0790728541997721,0.07845138087500388,0.0006214733247682236,0.0006214733247682236,Naples
106,MULTINEXT,Eigenvector_mean,0.08380981330300352,0.08321967611406432,0.0005901371889392021,0.0005901371889392021,Naples
62,MULTINEXT,Eigenvector_mean,0.0784484337936178,0.07786304364613916,0.0005853901474786316,0.0005853901474786316,Naples
120,MULTINEXT,Eigenvector_mean,0.08163105948716629,0.082208622464154,-0.0005775629769877166,0.0005775629769877166,Naples
15,MULTINEXT,Strength_mean,138.71698113207546,136.6153846153846,2.1015965166908472,2.1015965166908472,Naples
106,MULTINEXT,Strength_mean,147.60377358490567,145.55769230769232,2.0460812772133465,2.0460812772133465,Naples
62,MULTINEXT,Strength_mean,137.69811320754718,135.65384615384616,2.04426705370102,2.04426705370102,Naples
104,MULTINEXT,Strength_mean,148.58490566037736,146.55769230769232,2.027213352685038,2.027213352685038,Naples
60,MULTINEXT,Strength_mean,140.64150943396226,138.65384615384616,1.9876632801160952,1.9876632801160952,Naples
83,MULTINEXT,Strength_mean,146.56603773584905,144.6153846153846,1.9506531204644375,1.9506531204644375,Naples
66,MULTINEXT,Strength_mean,147.50943396226415,145.65384615384616,1.8555878084179938,1.8555878084179938,Naples
71,MULTINEXT,Strength_mean,148.49056603773585,146.65384615384616,1.8367198838896854,1.8367198838896854,Naples
88,MULTINEXT,Strength_mean,148.47169811320754,146.67307692307693,1.7986211901306035,1.7986211901306035,Naples
126,MULTINEXT,Strength_mean,149.45283018867926,147.67307692307693,1.7797532656023236,1.7797532656023236,Naples
