edge_idx,source,target,control,ms,delta
185,71,70,0.37252298,0.5303172,-0.1577942
23,9,12,0.33499438,0.4928466,-0.15785223
129,72,10,0.30375466,0.46207765,-0.15832299
134,55,12,0.31775558,0.48776865,-0.17001307
131,41,11,0.38347784,0.5600466,-0.17656878
172,55,49,0.30896795,0.49124256,-0.18227461
141,51,27,0.2893601,0.4733877,-0.18402758
14,6,27,0.30464992,0.49202484,-0.18737492
83,51,57,0.36450437,0.5552526,-0.19074824
10,4,70,0.31720746,0.50954306,-0.1923356
159,38,37,0.3741621,0.5725109,-0.19834879
160,55,37,0.38405308,0.5838758,-0.1998227
89,55,64,0.42134708,0.6221458,-0.20079869
132,31,12,0.29670992,0.49849427,-0.20178434
4,4,27,0.286576,0.48871934,-0.20214334
136,69,19,0.4383762,0.64279395,-0.20441777
73,38,57,0.39040318,0.597984,-0.20758083
90,64,70,0.29527673,0.50340235,-0.20812562
142,31,30,0.43613118,0.64527285,-0.20914167
130,38,11,0.38582236,0.5958502,-0.21002787
43,19,69,0.41291666,0.62559867,-0.21268201
137,31,22,0.4328449,0.64576244,-0.21291754
135,38,13,0.4328077,0.64573395,-0.21292624
0,1,71,0.4288567,0.6422911,-0.21343443
139,41,25,0.4126635,0.6263025,-0.21363899
140,38,27,0.28547117,0.4992161,-0.21374494
91,69,71,0.4254845,0.63996875,-0.21448424
59,31,69,0.4028882,0.6184428,-0.21555457
93,71,1,0.43208334,0.6483163,-0.21623299
31,9,64,0.39550227,0.616478,-0.22097576
3,4,11,0.38287827,0.60636246,-0.22348419
183,70,64,0.41577056,0.6393001,-0.22352955
13,6,25,0.4262053,0.651817,-0.22561172
138,51,23,0.42189747,0.6477301,-0.22583264
158,55,36,0.4193895,0.6496305,-0.230241
57,31,57,0.38432065,0.6170758,-0.23275515
75,38,61,0.41520542,0.65128165,-0.23607624
69,38,50,0.41171563,0.6520906,-0.24037498
50,31,37,0.34315625,0.5896035,-0.24644724
92,70,71,0.4079188,0.65870607,-0.25078726
184,71,69,0.39539683,0.65682685,-0.26143003
