Node,Group,Layer,Metric,Value
19,Control,GM,Degree_mean,74.54716981132076
19,Control,rsfMRI,Degree_mean,74.45283018867924
19,EM,FA,Degree_mean,71.78846153846153
19,EM,GM,Degree_mean,74.01923076923077
19,EM,rsfMRI,Degree_mean,74.11538461538461
20,Control,FA,Degree_mean,68.9622641509434
20,Control,GM,Degree_mean,74.16981132075472
20,Control,rsfMRI,Degree_mean,74.32075471698113
20,EM,FA,Degree_mean,67.71153846153847
20,EM,GM,Degree_mean,74.40384615384616
20,EM,rsfMRI,Degree_mean,74.25
21,Control,FA,Degree_mean,69.86792452830188
21,Control,GM,Degree_mean,74.50943396226415
21,Control,rsfMRI,Degree_mean,74.37735849056604
21,EM,FA,Degree_mean,68.78846153846153
21,EM,GM,Degree_mean,74.0576923076923
21,EM,rsfMRI,Degree_mean,74.1923076923077
22,Control,FA,Degree_mean,74.9622641509434
22,Control,GM,Degree_mean,74.28301886792453
22,Control,rsfMRI,Degree_mean,74.20754716981132
22,EM,FA,Degree_mean,73.59615384615384
22,EM,GM,Degree_mean,74.28846153846153
22,EM,rsfMRI,Degree_mean,74.36538461538461
23,Control,FA,Degree_mean,69.73584905660377
23,Control,GM,Degree_mean,74.0
23,Control,rsfMRI,Degree_mean,74.47169811320755
23,EM,FA,Degree_mean,68.92307692307692
23,EM,GM,Degree_mean,74.57692307692308
23,EM,rsfMRI,Degree_mean,74.09615384615384
24,Control,FA,Degree_mean,65.88679245283019
24,Control,GM,Degree_mean,74.41509433962264
24,Control,rsfMRI,Degree_mean,74.20754716981132
24,EM,FA,Degree_mean,64.84615384615384
24,EM,GM,Degree_mean,74.15384615384616
24,EM,rsfMRI,Degree_mean,74.36538461538461
25,Control,FA,Degree_mean,70.9245283018868
25,Control,GM,Degree_mean,74.05660377358491
25,Control,rsfMRI,Degree_mean,74.37735849056604
25,EM,FA,Degree_mean,69.71153846153847
25,EM,GM,Degree_mean,74.51923076923077
25,EM,rsfMRI,Degree_mean,74.1923076923077
26,Control,FA,Degree_mean,73.90566037735849
