Cohort,Layer,Metric,Node,Control,EM,Delta,Interpretation
Naples,GM,Closeness_mean,48,0.9865229131892659,0.9980083175933377,-0.011485404404071864,↓ in MS
Naples,GM,Closeness_mean,51,0.9856533797366263,0.9965090705430478,-0.01085569080642157,↓ in MS
Naples,GM,Closeness_mean,31,0.9857225545127307,0.9962754984471277,-0.010552943934396986,↓ in MS
Naples,GM,Closeness_mean,58,0.987514099604467,0.9979888532520111,-0.010474753647544133,↓ in MS
Naples,GM,Closeness_mean,7,0.9869164189247293,0.9967878909129614,-0.009871471988232128,↓ in MS
Naples,GM,Closeness_mean,53,0.9862042657352553,0.9960229547780155,-0.009818689042760176,↓ in MS
Naples,GM,Closeness_mean,12,0.9863279010386458,0.9960941657828692,-0.009766264744223485,↓ in MS
Naples,GM,Closeness_mean,74,0.8821593578194771,0.8724003841630036,0.00975897365647349,↑ in controls
Naples,GM,Degree_mean,74,64.98113207547169,63.76923076923077,1.2119013062409252,↑ in controls
Naples,GM,Degree_mean,48,73.73584905660377,74.84615384615384,-1.1103047895500708,↓ in MS
Naples,GM,Degree_mean,58,73.73584905660377,74.84615384615384,-1.1103047895500708,↓ in MS
Naples,GM,Degree_mean,49,73.75471698113208,74.82692307692308,-1.0722060957910031,↓ in MS
Naples,GM,Degree_mean,29,67.84905660377359,66.84615384615384,1.0029027576197507,↑ in controls
Naples,GM,Degree_mean,38,73.81132075471699,74.76923076923077,-0.9579100145137858,↓ in MS
Naples,GM,Degree_mean,7,73.83018867924528,74.75,-0.919811320754718,↓ in MS
Naples,GM,Degree_mean,59,71.75471698113208,70.86538461538461,0.8893323657474639,↑ in controls
Naples,GM,Degree_mean,51,73.84905660377359,74.73076923076923,-0.8817126269956361,↓ in MS
Naples,GM,Degree_mean,3,73.86792452830188,74.71153846153847,-0.8436139332365826,↓ in MS
Naples,GM,Eigenvector_mean,64,0.0825727057626408,0.09203218162389938,-0.009459475861258587,↓ in MS
Naples,GM,Eigenvector_mean,60,0.13376490354835982,0.12534847252717754,0.00841643102118228,↑ in controls
Naples,GM,Eigenvector_mean,5,0.1348727416607029,0.12728418580937012,0.007588555851332779,↑ in controls
Naples,GM,Eigenvector_mean,38,0.10110172223223264,0.10851466579453464,-0.007412943562302002,↓ in MS
Naples,GM,Eigenvector_mean,31,0.10267849374117806,0.10989109200402135,-0.007212598262843289,↓ in MS
Naples,GM,Eigenvector_mean,17,0.1290810135478787,0.12215934028413492,0.006921673263743794,↑ in controls
Naples,GM,Eigenvector_mean,16,0.13395308724107985,0.12723888618466084,0.006714201056419011,↑ in controls
Naples,GM,Eigenvector_mean,51,0.09894034814795369,0.10532492695580532,-0.006384578807851635,↓ in MS
Naples,GM,Eigenvector_mean,55,0.10550062542973601,0.11186894537356966,-0.006368319943833647,↓ in MS
Naples,GM,Eigenvector_mean,19,0.10478310949280706,0.11064750882023114,-0.00586439932742408,↓ in MS
Naples,GM,Strength_mean,31,42.31361542069901,50.986508243121094,-8.672892822422085,↓ in MS
Naples,GM,Strength_mean,38,41.77307458781385,50.41546544637261,-8.642390858558755,↓ in MS
Naples,GM,Strength_mean,55,43.8128125941922,52.22157731284809,-8.408764718655888,↓ in MS
Naples,GM,Strength_mean,64,35.44935334973107,43.54353568382838,-8.094182334097312,↓ in MS
Naples,GM,Strength_mean,51,40.90652512863814,48.924092636677344,-8.017567508039207,↓ in MS
Naples,GM,Strength_mean,19,44.66937240865931,52.01453792494729,-7.3451655162879845,↓ in MS
Naples,GM,Strength_mean,41,40.05557203473224,47.295701197344854,-7.240129162612611,↓ in MS
Naples,GM,Strength_mean,67,46.235901609505625,53.455616376109525,-7.2197147666039,↓ in MS
Naples,GM,Strength_mean,9,44.815510481923106,51.828533131023505,-7.0130226491003995,↓ in MS
Naples,GM,Strength_mean,14,43.45069370144435,50.426805157484736,-6.976111456040385,↓ in MS
Naples,rsfMRI,Betweenness_mean,41,0.02755736868944416,0.055024255024255016,-0.027466886334810856,↓ in MS
Naples,rsfMRI,Betweenness_mean,58,0.014448410674825768,0.037796257796257796,-0.02334784712143203,↓ in MS
Naples,rsfMRI,Betweenness_mean,7,0.009369369369369369,0.029286209286209286,-0.019916839916839915,↓ in MS
Naples,rsfMRI,Betweenness_mean,33,0.023287438381778006,0.04199584199584199,-0.018708403614063986,↓ in MS
Naples,rsfMRI,Betweenness_mean,34,0.03572327044025157,0.05366597366597367,-0.017942703225722098,↓ in MS
Naples,rsfMRI,Betweenness_mean,11,0.03595444501104879,0.018156618156618155,0.017797826854430633,↑ in controls
Naples,rsfMRI,Betweenness_mean,47,0.029733129355770865,0.013035343035343037,0.01669778632042783,↑ in controls
Naples,rsfMRI,Betweenness_mean,35,0.015189529151793304,0.030977130977130975,-0.01578760182533767,↓ in MS
Naples,rsfMRI,Betweenness_mean,39,0.022287948325684172,0.037858627858627855,-0.015570679532943683,↓ in MS
Naples,rsfMRI,Betweenness_mean,29,0.006636070032296448,0.021926541926541927,-0.01529047189424548,↓ in MS
Naples,rsfMRI,Closeness_mean,58,0.995607185920562,0.9868528052943231,0.0087543806262389,↑ in controls
Naples,rsfMRI,Closeness_mean,30,0.9950858476181217,0.9869186997749458,0.008167147843175848,↑ in controls
Naples,rsfMRI,Closeness_mean,7,0.9951479131593333,0.9872050325233849,0.00794288063594839,↑ in controls
Naples,rsfMRI,Closeness_mean,28,0.995079895278505,0.9874290016135372,0.0076508936649678505,↑ in controls
Naples,rsfMRI,Closeness_mean,14,0.9951300066946239,0.9876671907277884,0.007462815966835512,↑ in controls
Naples,rsfMRI,Closeness_mean,59,0.994508563307094,0.9881400378649485,0.006368525442145501,↑ in controls
Naples,rsfMRI,Closeness_mean,18,0.9884688358944582,0.994024207228225,-0.005555371333766823,↓ in MS
Naples,rsfMRI,Closeness_mean,73,0.9936834021571554,0.988142708047191,0.005540694109964495,↑ in controls
Naples,rsfMRI,Closeness_mean,12,0.9937006368442015,0.988381860562973,0.0053187762812285655,↑ in controls
Naples,rsfMRI,Closeness_mean,1,0.9937311920305962,0.9885018215463647,0.005229370484231555,↑ in controls
Naples,rsfMRI,Degree_mean,58,74.66037735849056,73.90384615384616,0.7565312046444035,↑ in controls
Naples,rsfMRI,Degree_mean,7,74.62264150943396,73.9423076923077,0.6803338171262681,↑ in controls
Naples,rsfMRI,Degree_mean,14,74.62264150943396,73.9423076923077,0.6803338171262681,↑ in controls
Naples,rsfMRI,Degree_mean,28,74.62264150943396,73.9423076923077,0.6803338171262681,↑ in controls
Naples,rsfMRI,Degree_mean,30,74.62264150943396,73.9423076923077,0.6803338171262681,↑ in controls
Naples,rsfMRI,Degree_mean,59,74.56603773584905,74.0,0.5660377358490507,↑ in controls
Naples,rsfMRI,Degree_mean,18,74.0377358490566,74.53846153846153,-0.5007256894049306,↓ in MS
Naples,rsfMRI,Degree_mean,63,74.05660377358491,74.51923076923077,-0.46262699564586285,↓ in MS
Naples,rsfMRI,Degree_mean,1,74.50943396226415,74.0576923076923,0.45174165457184756,↑ in controls
Naples,rsfMRI,Degree_mean,12,74.50943396226415,74.0576923076923,0.45174165457184756,↑ in controls
Naples,rsfMRI,Eigenvector_mean,38,0.11809235355528393,0.10971935617210846,0.00837299738317547,↑ in controls
Naples,rsfMRI,Eigenvector_mean,3,0.10377350235980452,0.11130877313167173,-0.007535270771867206,↓ in MS
Naples,rsfMRI,Eigenvector_mean,31,0.11498237283092587,0.1087157585716356,0.0062666142592902735,↑ in controls
Naples,rsfMRI,Eigenvector_mean,58,0.11359694911372487,0.10781710557373234,0.00577984353999253,↑ in controls
Naples,rsfMRI,Eigenvector_mean,40,0.1115018542315107,0.10622566576507496,0.005276188466435738,↑ in controls
Naples,rsfMRI,Eigenvector_mean,39,0.11524755444361255,0.11024902803299606,0.004998526410616488,↑ in controls
Naples,rsfMRI,Eigenvector_mean,2,0.11635908292603124,0.11152906765901394,0.004830015267017304,↑ in controls
Naples,rsfMRI,Eigenvector_mean,29,0.1233022785366377,0.11851446120739695,0.0047878173292407455,↑ in controls
Naples,rsfMRI,Eigenvector_mean,25,0.11249569625664957,0.11709932711832499,-0.004603630861675423,↓ in MS
Naples,rsfMRI,Eigenvector_mean,70,0.11366343781339597,0.11824219441753697,-0.004578756604141004,↓ in MS
Naples,rsfMRI,Strength_mean,38,41.94911749215824,37.97386971051434,3.975247781643894,↑ in controls
Naples,rsfMRI,Strength_mean,31,40.85482801111101,37.617274312426005,3.237553698685005,↑ in controls
Naples,rsfMRI,Strength_mean,58,40.219657425104835,37.40171010023501,2.8179473248698272,↑ in controls
Naples,rsfMRI,Strength_mean,39,40.704606134795704,37.92086683182057,2.7837393029751354,↑ in controls
Naples,rsfMRI,Strength_mean,40,39.53145603781361,36.75387336449605,2.7775826733175606,↑ in controls
Naples,rsfMRI,Strength_mean,29,43.38339582658708,40.68480432610651,2.6985915004805747,↑ in controls
Naples,rsfMRI,Strength_mean,33,38.13183521979941,35.481154843892014,2.650680375907399,↑ in controls
Naples,rsfMRI,Strength_mean,74,42.81388393381554,40.19041774303696,2.6234661907785792,↑ in controls
Naples,rsfMRI,Strength_mean,2,40.88271725784492,38.3962351821823,2.4864820756626145,↑ in controls
Naples,rsfMRI,Strength_mean,45,41.82353232618014,39.38345602303109,2.4400763031490555,↑ in controls
