Layer,Node,Metric,Mean_Control,Mean_MS,Delta_Control_minus_MS
rsfMRI,40,Closeness,0.9958848,0.9939994,0.0018853545
rsfMRI,41,Closeness,1.0,0.99344146,0.0065585375
rsfMRI,42,Closeness,0.998557,0.9936595,0.0048974752
rsfMRI,43,Closeness,1.0,0.993527,0.006473005
rsfMRI,44,Closeness,0.9971871,0.99393594,0.0032511353
rsfMRI,45,Closeness,1.0,0.9935143,0.0064857006
rsfMRI,46,Closeness,0.99640125,0.99411124,0.0022900105
rsfMRI,47,Closeness,0.998538,0.9936808,0.004857242
rsfMRI,48,Closeness,0.9952575,0.994171,0.0010864735
rsfMRI,49,Closeness,0.997095,0.9939513,0.0031436682
rsfMRI,50,Closeness,0.9950658,0.9943114,0.000754416
rsfMRI,51,Closeness,0.99782604,0.99404645,0.0037795901
rsfMRI,52,Closeness,0.998538,0.9936452,0.004892826
rsfMRI,53,Closeness,0.9956703,0.9939588,0.0017115474
rsfMRI,54,Closeness,0.998557,0.9939564,0.0046005845
rsfMRI,55,Closeness,0.99435383,0.9943537,1.1920929e-07
rsfMRI,56,Closeness,0.99926907,0.99394983,0.0053192377
rsfMRI,57,Closeness,0.998538,0.99372244,0.0048155785
rsfMRI,58,Closeness,0.99645615,0.9941017,0.002354443
rsfMRI,59,Closeness,0.9964202,0.99395233,0.0024678707
rsfMRI,60,Closeness,0.99780697,0.9938645,0.0039424896
rsfMRI,61,Closeness,0.99926907,0.99365014,0.00561893
rsfMRI,62,Closeness,0.99711394,0.9938849,0.003229022
rsfMRI,63,Closeness,0.995633,0.9943094,0.0013235807
rsfMRI,64,Closeness,0.99926907,0.9936701,0.0055989623
rsfMRI,65,Closeness,0.9964202,0.9938881,0.0025321245
rsfMRI,66,Closeness,0.99926907,0.9936513,0.0056177974
rsfMRI,67,Closeness,0.99780697,0.99378496,0.004022002
rsfMRI,68,Closeness,0.998557,0.9937704,0.004786551
rsfMRI,69,Closeness,0.99782604,0.9937271,0.004098952
rsfMRI,70,Closeness,0.99926907,0.99359256,0.005676508
rsfMRI,71,Closeness,0.998538,0.9938181,0.004719913
rsfMRI,72,Closeness,0.997095,0.9938326,0.0032624006
rsfMRI,73,Closeness,1.0,0.9938424,0.006157577
rsfMRI,74,Closeness,0.998538,0.99371445,0.0048235655
rsfMRI,75,Closeness,0.99786323,0.9938756,0.0039876103
rsfMRI,0,Eigenvector,0.11585319,0.11443988,0.0014133081
rsfMRI,1,Eigenvector,0.119827956,0.11764341,0.0021845475
rsfMRI,2,Eigenvector,0.115089856,0.11667124,-0.0015813857
rsfMRI,3,Eigenvector,0.10356041,0.103263885,0.00029652566
rsfMRI,4,Eigenvector,0.11533753,0.115701124,-0.00036359578
rsfMRI,5,Eigenvector,0.11489109,0.11964674,-0.0047556534
rsfMRI,6,Eigenvector,0.11373823,0.11487607,-0.0011378378
rsfMRI,7,Eigenvector,0.108316064,0.11126855,-0.0029524863
rsfMRI,8,Eigenvector,0.118497066,0.1197444,-0.0012473315
rsfMRI,9,Eigenvector,0.11311975,0.11631976,-0.0032000095
rsfMRI,10,Eigenvector,0.112113565,0.112012506,0.000101059675
rsfMRI,11,Eigenvector,0.11360591,0.114317305,-0.00071139634
rsfMRI,12,Eigenvector,0.11118056,0.11685669,-0.005676128
rsfMRI,13,Eigenvector,0.1061963,0.10183752,0.004358776
rsfMRI,14,Eigenvector,0.12086716,0.11914011,0.001727052
rsfMRI,15,Eigenvector,0.115955286,0.114998296,0.0009569898
rsfMRI,16,Eigenvector,0.115358114,0.11619857,-0.0008404553
rsfMRI,17,Eigenvector,0.115296006,0.11553603,-0.00024002045
rsfMRI,18,Eigenvector,0.11324403,0.1155816,-0.002337575
rsfMRI,19,Eigenvector,0.124111384,0.12221635,0.0018950328
rsfMRI,20,Eigenvector,0.11511597,0.11748015,-0.002364181
rsfMRI,21,Eigenvector,0.12503216,0.12202287,0.0030092895
rsfMRI,22,Eigenvector,0.11518633,0.11660186,-0.0014155284
rsfMRI,23,Eigenvector,0.11246153,0.11311414,-0.00065261126
rsfMRI,24,Eigenvector,0.12067612,0.1188669,0.0018092245
rsfMRI,25,Eigenvector,0.11832375,0.1180943,0.00022944808
rsfMRI,26,Eigenvector,0.119990736,0.12042436,-0.0004336238
rsfMRI,27,Eigenvector,0.1161021,0.117632724,-0.0015306249
rsfMRI,28,Eigenvector,0.11534052,0.11758935,-0.0022488236
rsfMRI,29,Eigenvector,0.10924463,0.11153948,-0.0022948533
rsfMRI,30,Eigenvector,0.11464988,0.11443496,0.00021491945
rsfMRI,31,Eigenvector,0.10661729,0.10731886,-0.0007015765
rsfMRI,32,Eigenvector,0.10506888,0.10339344,0.0016754344
rsfMRI,33,Eigenvector,0.10636323,0.10455748,0.0018057525
rsfMRI,34,Eigenvector,0.10305009,0.09651235,0.006537743
rsfMRI,35,Eigenvector,0.101738654,0.10546129,-0.003722638
rsfMRI,36,Eigenvector,0.10972519,0.10628488,0.003440313
rsfMRI,37,Eigenvector,0.10985765,0.10305171,0.0068059415
rsfMRI,38,Eigenvector,0.1050894,0.10344592,0.0016434863
rsfMRI,39,Eigenvector,0.10852614,0.10696157,0.0015645698
rsfMRI,40,Eigenvector,0.10989552,0.10300976,0.0068857595
rsfMRI,41,Eigenvector,0.10409962,0.096644066,0.00745555
rsfMRI,42,Eigenvector,0.10792764,0.10390017,0.004027471
rsfMRI,43,Eigenvector,0.107775904,0.10290749,0.0048684105
rsfMRI,44,Eigenvector,0.10961569,0.10356425,0.0060514435
rsfMRI,45,Eigenvector,0.11418006,0.11420996,-2.989918e-05
rsfMRI,46,Eigenvector,0.122545324,0.12124146,0.0013038665
rsfMRI,47,Eigenvector,0.11653704,0.11832136,-0.0017843172
rsfMRI,48,Eigenvector,0.099440895,0.10092539,-0.0014844984
rsfMRI,49,Eigenvector,0.1119862,0.1136462,-0.0016600043
rsfMRI,50,Eigenvector,0.11605436,0.11874099,-0.0026866272
rsfMRI,51,Eigenvector,0.11740877,0.11818803,-0.0007792637
rsfMRI,52,Eigenvector,0.112487316,0.11487287,-0.0023855567
rsfMRI,53,Eigenvector,0.1171078,0.11854807,-0.0014402717
rsfMRI,54,Eigenvector,0.117170215,0.11967997,-0.0025097579
rsfMRI,55,Eigenvector,0.1155175,0.11425509,0.001262404
rsfMRI,56,Eigenvector,0.11420647,0.11507717,-0.0008706972
rsfMRI,57,Eigenvector,0.11426776,0.11589121,-0.0016234517
rsfMRI,58,Eigenvector,0.10445009,0.09996501,0.004485078
rsfMRI,59,Eigenvector,0.11765952,0.117358886,0.00030063093
rsfMRI,60,Eigenvector,0.11926481,0.11740059,0.0018642247
rsfMRI,61,Eigenvector,0.1130563,0.11691966,-0.003863357
rsfMRI,62,Eigenvector,0.11515522,0.11684153,-0.0016863123
rsfMRI,63,Eigenvector,0.11407178,0.11663789,-0.002566114
rsfMRI,64,Eigenvector,0.118899055,0.1205304,-0.0016313419
rsfMRI,65,Eigenvector,0.11544488,0.1162569,-0.0008120164
rsfMRI,66,Eigenvector,0.12349375,0.121832184,0.0016615689
rsfMRI,67,Eigenvector,0.11469049,0.11621132,-0.0015208274
rsfMRI,68,Eigenvector,0.11033184,0.1105069,-0.00017505884
rsfMRI,69,Eigenvector,0.11512698,0.11519728,-7.029623e-05
rsfMRI,70,Eigenvector,0.11960893,0.12076978,-0.0011608452
rsfMRI,71,Eigenvector,0.12217527,0.121299714,0.000875555
rsfMRI,72,Eigenvector,0.11600474,0.11842942,-0.0024246797
rsfMRI,73,Eigenvector,0.116387874,0.11680883,-0.0004209578
rsfMRI,74,Eigenvector,0.10952645,0.1121371,-0.0026106536
rsfMRI,75,Eigenvector,0.115695626,0.11412638,0.0015692487
